symbol,log2fold_change,p_value,-log10(p_value),regulation
DDX11L1,0.036116388,0.879452686,0.05578752034733538,Not significant
WASH7P,0.008918395,0.970469981,0.013017893853861104,Not significant
LOC729737,0.006210679,0.982015092,0.007881837750773819,Not significant
FAM138D,0.033686694,0.800133914,0.09683732145283527,Not significant
LOC101928626,0.107664075,0.588726524,0.2300863974011056,Not significant
MIR6723,0.441058058,0.126747464,0.8970607213975795,Not significant
LOC100133331,0.601795337,0.041854374,1.3782591492644816,Not significant
LOC100288069,-0.323782237,0.085546777,1.067796347987083,Not significant
FAM87B,-0.277571429,0.176863668,0.7523613723343382,Not significant
LINC00115,-0.336373772,0.154450845,0.8112097113325316,Not significant
LINC01128,0.117984055,0.518620405,0.2851504000144718,Not significant
FAM41C,0.420299035,0.168184286,0.7742145841760162,Not significant
LOC100130417,-0.178403581,0.519490432,0.2844224468899975,Not significant
SAMD11,-0.098097313,0.688289535,0.16222883356453494,Not significant
NOC2L,0.285146338,0.042183723,1.374855093467946,Not significant
KLHL17,0.138697987,0.526817931,0.2783394516262998,Not significant
PLEKHN1,-0.035591345,0.863612331,0.06368116526436572,Not significant
PERM1,0.00278021,0.990707767,0.0040544321906346575,Not significant
HES4,-0.212397931,0.362846109,0.4402775297379843,Not significant
ISG15,0.131094977,0.666873443,0.175956577210533,Not significant
AGRN,-0.014377449,0.942378282,0.025774731169284627,Not significant
RNF223,-0.001201496,0.996831419,0.0013782819978212931,Not significant
C1orf159,-0.21335969,0.286797391,0.5424248037694295,Not significant
LINC01342,0.286163324,0.324258074,0.4891092012115282,Not significant
MIR200B,-0.12954371,0.683577036,0.16521253533983024,Not significant
MIR200A,-0.829152627,0.008552251,2.067919561504224,Not significant
MIR429,-0.652534943,0.036878369,1.4332282945046153,Not significant
TTLL10,0.274023444,0.320941631,0.4935739446655029,Not significant
TNFRSF18,-0.38709377,0.2057308,0.6867006851224341,Not significant
TNFRSF4,-0.055482473,0.833750847,0.07896371187930547,Not significant
SDF4,0.322108673,0.050637423,1.2955284042023427,Not significant
B3GALT6,-0.29178638,0.076963582,1.1137147277863473,Not significant
FAM132A,0.473376378,0.116031998,0.9354222294063751,Not significant
UBE2J2,0.054886244,0.646536657,0.18940684668226537,Not significant
SCNN1D,-0.026290273,0.903342985,0.044147323649852584,Not significant
ACAP3,0.071692491,0.7215863,0.14171172088031,Not significant
PUSL1,-0.121721274,0.531181346,0.27475718490418577,Not significant
CPSF3L,-0.017337416,0.900283873,0.04562052940656818,Not significant
MIR6727,0.004111038,0.975351934,0.010838650541582666,Not significant
CPTP,0.124947419,0.491732468,0.3082711152654412,Not significant
TAS1R3,-0.556076442,0.006619845,2.179152179205733,Not significant
DVL1,-0.142331049,0.410097131,0.38711326898422216,Not significant
MIR6808,0.021856432,0.869524145,0.06071835397791544,Not significant
MXRA8,-0.062059813,0.721424115,0.14180934463979486,Not significant
AURKAIP1,0.298018943,0.110924375,0.9549730096234956,Not significant
CCNL2,-0.287137085,0.01715292,1.7656619378986949,Not significant
LOC148413,0.070958655,0.605968062,0.21755026504606376,Not significant
MRPL20,0.38493099,0.001016279,2.992987048423432,Not significant
ANKRD65,-0.007437187,0.972378809,0.01216451428226729,Not significant
TMEM88B,0.046692884,0.882264017,0.05440143304462129,Not significant
LOC102724312,-0.328312558,0.25059826,0.6010219488048455,Not significant
VWA1,-0.136939521,0.511177095,0.29142861443097573,Not significant
ATAD3C,0.11314779,0.6658438,0.17662763983022936,Not significant
ATAD3B,5.68e-06,0.999972201,1.2073120113560966e-05,Not significant
ATAD3A,-0.035971609,0.837158469,0.07719232492426825,Not significant
TMEM240,0.262542941,0.335592437,0.4741878351084664,Not significant
SSU72,0.17655195,0.114122684,0.9426280229185525,Not significant
C1orf233,-0.198341156,0.293018789,0.5331045308493112,Not significant
MIB2,-0.042628281,0.813917518,0.08941960406959541,Not significant
MMP23B,0.334962236,0.289616989,0.538175965912237,Not significant
MMP23A,0.010026169,0.939934564,0.02690237989275742,Not significant
CDK11B,0.382414731,0.001933796,2.7135893424284214,Not significant
SLC35E2B,-0.153802477,0.411693084,0.38542642862035503,Not significant
CDK11A,-0.103025553,0.466735648,0.3309290276161305,Not significant
SLC35E2,-0.156634123,0.313374186,0.5039367811268022,Not significant
NADK,-0.095928358,0.464377215,0.3331290973799078,Not significant
GNB1,0.062555607,0.580070132,0.2365194959210141,Not significant
CALML6,0.310518011,0.249006451,0.6037894015090366,Not significant
TMEM52,0.230243133,0.463895163,0.33358015581355505,Not significant
CFAP74,0.210704383,0.509677181,0.2927048099812853,Not significant
GABRD,0.035661726,0.894852599,0.048248496206971525,Not significant
PRKCZ,0.028622753,0.849758339,0.07070456482796884,Not significant
FAAP20,0.021115942,0.896966212,0.04722391617366587,Not significant
SKI,-0.137740671,0.240074026,0.6196548244289014,Not significant
MORN1,-0.076106889,0.679227536,0.16798471603494317,Not significant
LOC100129534,-0.044645745,0.84985495,0.07065519168584539,Not significant
RER1,0.041693789,0.653107595,0.18501526579151542,Not significant
PEX10,-0.144656562,0.405915461,0.39156440643313184,Not significant
PLCH2,-0.01206492,0.956998365,0.019088804200256194,Not significant
PANK4,0.046486507,0.709260225,0.14919439451121755,Not significant
HES5,0.151934231,0.620165492,0.20749240296635768,Not significant
LOC115110,-0.016500813,0.931693752,0.03072681690885838,Not significant
TNFRSF14,0.089589117,0.597408827,0.2237283647766334,Not significant
LOC100996583,-1.115894208,2.26e-05,4.645891560852599,Downregulated
FAM213B,0.182215644,0.373382168,0.4278464269443202,Not significant
MMEL1,0.308156589,0.270034194,0.5685812383401172,Not significant
TTC34,0.427376187,0.110799008,0.9554641278932807,Not significant
ACTRT2,0.219733466,0.384391467,0.41522626167973103,Not significant
LINC00982,0.323213544,0.303457893,0.5179015619409708,Not significant
PRDM16,0.817530061,0.001389146,2.857252107277369,Not significant
MIR4251,0.162003475,0.448573712,0.34816618119412135,Not significant
ARHGEF16,-0.287425757,0.144653479,0.8396711168564182,Not significant
MEGF6,-0.204427085,0.304045954,0.5170607714559314,Not significant
MIR551A,0.149139246,0.513987835,0.28904715971074146,Not significant
TPRG1L,-0.113610892,0.252975533,0.5969214803930485,Not significant
WRAP73,-0.070876666,0.669977733,0.17393963102443824,Not significant
TP73,-0.029182607,0.868132849,0.06141381033863622,Not significant
TP73-AS1,0.018361136,0.905295242,0.04320976216410696,Not significant
CCDC27,0.593412028,0.063161213,1.1995495380344214,Not significant
SMIM1,-0.126215428,0.662125569,0.1790596408436534,Not significant
LRRC47,0.038434116,0.722927516,0.14090524486218767,Not significant
CEP104,0.013444314,0.897145279,0.04713722389100754,Not significant
DFFB,-0.053629227,0.71419831,0.1461811818085166,Not significant
C1orf174,0.037190884,0.645671872,0.1899881327536277,Not significant
LINC01134,-0.081953414,0.757123225,0.12083343148761035,Not significant
LINC01346,0.201951019,0.407546169,0.3898231849457141,Not significant
LOC284661,0.811194171,0.006420259,2.192447451681621,Not significant
AJAP1,0.629236928,0.030804943,1.511379590467662,Not significant
MIR4417,0.071369449,0.645829091,0.18988239633306936,Not significant
MIR4689,0.26260548,0.359574897,0.4442106352784203,Not significant
NPHP4,-0.089900083,0.542700141,0.26544006558559846,Not significant
KCNAB2,0.166408513,0.362178495,0.44107734027293427,Not significant
CHD5,0.434522717,0.174944293,0.757100220423342,Not significant
RPL22,0.264881376,0.053198297,1.274102270248951,Not significant
LOC102724450,0.272761742,0.353745031,0.4513096518900904,Not significant
RNF207,-0.026389545,0.895626001,0.0478733068673357,Not significant
ICMT,-0.16513308,0.064131985,1.1929253176813097,Not significant
LINC00337,0.599203338,0.057496476,1.2403587727130576,Not significant
HES3,0.046830612,0.848383574,0.07140774867765771,Not significant
GPR153,-0.151234695,0.397849689,0.40028097709174587,Not significant
ACOT7,0.322822744,0.119904286,0.9211652926902986,Not significant
HES2,-0.094714465,0.75963525,0.11939489053153654,Not significant
ESPN,-0.183993058,0.491223192,0.3087211371440602,Not significant
MIR4252,-0.338843113,0.282850943,0.5484423690218087,Not significant
TNFRSF25,0.156222522,0.362451637,0.4407499344316486,Not significant
PLEKHG5,0.05035588,0.792496007,0.1010029173023055,Not significant
NOL9,-0.176143018,0.052972599,1.2759487187074363,Not significant
TAS1R1,0.938404179,0.002730585,2.5637442998256015,Not significant
ZBTB48,0.007900677,0.955015173,0.019989728418528793,Not significant
KLHL21,0.005715065,0.975213615,0.01090024414306285,Not significant
PHF13,0.345948003,0.006927308,2.1594355024560263,Not significant
THAP3,0.088008632,0.580640124,0.23609295639670486,Not significant
DNAJC11,0.208394365,0.109747994,0.9596034091513772,Not significant
LOC100505887,0.47220662,0.070892091,1.1494022137118853,Not significant
CAMTA1,0.05727568,0.740875909,0.13025452690535755,Not significant
VAMP3,-0.082773129,0.471436973,0.32657636041964644,Not significant
PER3,0.107017502,0.608280871,0.2158958408603884,Not significant
UTS2,-0.117710123,0.713364985,0.14668821150241051,Not significant
TNFRSF9,0.499338479,0.049348809,1.3067233242703236,Not significant
PARK7,0.497850201,1.38e-05,4.860120913598763,Not significant
ERRFI1,0.36771642,0.065375993,1.1845817015488325,Not significant
LOC102724539,0.803761321,0.006792906,2.1679443951198216,Not significant
SLC45A1,0.432271658,0.037010412,1.4316760803107078,Not significant
RERE,0.098203414,0.311284167,0.5068429684899948,Not significant
LOC102724552,0.248413959,0.111028105,0.9545670725518514,Not significant
ENO1,0.396489712,0.040884411,1.3884422545168018,Not significant
MIR6728,-0.136336061,0.630171746,0.20054107249074846,Not significant
ENO1-AS1,-0.176434834,0.578450708,0.2377336430314584,Not significant
CA6,0.775067899,0.011911812,1.9240221695210666,Not significant
SLC2A7,0.46786548,0.103060577,0.9869074304057555,Not significant
SLC2A5,0.150703576,0.581872285,0.2351723280759041,Not significant
GPR157,-0.31108588,0.186463712,0.7294056743730838,Not significant
MIR34A,0.124659293,0.687874035,0.16249108344041854,Not significant
H6PD,-0.094733964,0.480455525,0.318346808080859,Not significant
SPSB1,0.235100964,0.142271538,0.8468819736042934,Not significant
LOC100506022,-0.158922712,0.517609347,0.28599788977005497,Not significant
SLC25A33,-0.109733765,0.495841248,0.3046573480126025,Not significant
TMEM201,-0.064555929,0.659904622,0.1805188298102282,Not significant
PIK3CD,0.041137824,0.795823987,0.09918297488460458,Not significant
PIK3CD-AS1,-0.259487353,0.313323344,0.5040072470183699,Not significant
PIK3CD-AS2,0.373933638,0.142574163,0.8459591693171044,Not significant
CLSTN1,0.161867302,0.164669564,0.7833866643902924,Not significant
CTNNBIP1,0.165664127,0.265719663,0.5755763070258111,Not significant
LZIC,0.187656434,0.133901869,0.8732133610707257,Not significant
NMNAT1,0.122279874,0.28283238,0.548470871924909,Not significant
MIR5697,0.153268404,0.628898535,0.20141941694605403,Not significant
RBP7,0.79528178,0.001272727,2.8952647425431004,Not significant
UBE4B,-0.016495339,0.850348377,0.07040311285981875,Not significant
KIF1B,-0.044202924,0.667478535,0.17556269592734908,Not significant
MIR1273D,-0.031211758,0.913141672,0.039461837367483314,Not significant
PGD,0.414514514,0.002206787,2.656239583099695,Not significant
APITD1,-0.426446674,0.147101033,0.8323842774789649,Not significant
CORT,-0.701289248,0.021387931,1.669831225654902,Not significant
DFFA,0.145637196,0.228622931,0.6408802117915199,Not significant
PEX14,0.412257068,0.012284766,1.9106331115385307,Not significant
CASZ1,-0.032277615,0.83794619,0.07678386936066099,Not significant
C1orf127,0.954044229,0.001042704,2.981838960424185,Not significant
TARDBP,-0.097287742,0.287359542,0.5415743772003982,Not significant
MASP2,-0.472453341,0.005544085,2.256170119891925,Not significant
SRM,0.204724762,0.267876646,0.5720651473676754,Not significant
EXOSC10,0.006209468,0.952336555,0.021209545156286664,Not significant
MTOR,-0.064310382,0.525106913,0.27975226421534083,Not significant
MTOR-AS1,0.457304761,0.044831583,1.3484159259562662,Not significant
ANGPTL7,0.223616921,0.133109274,0.8757916852712705,Not significant
UBIAD1,0.079358383,0.545705906,0.26304134596153,Not significant
PTCHD2,0.337756102,0.246326959,0.6084880546480209,Not significant
LOC101929181,0.639440245,0.016619673,1.7793775254190962,Not significant
FBXO2,0.474688884,0.087733541,1.0568343417946822,Not significant
FBXO44,0.176463038,0.253018393,0.5968479069346236,Not significant
FBXO6,0.167739329,0.27736771,0.556944099084869,Not significant
MAD2L2,0.115274495,0.530161395,0.27559189966759057,Not significant
DRAXIN,0.352543196,0.262386628,0.5810583016660049,Not significant
AGTRAP,0.177916417,0.262962741,0.5801057820213104,Not significant
C1orf167,0.787107927,0.013335054,1.8750052213048483,Not significant
LOC102724659,0.708594377,0.025302202,1.596841681399882,Not significant
MTHFR,-0.267948622,0.058476106,1.2330215553220663,Not significant
CLCN6,0.17035465,0.123717091,0.9075703002555113,Not significant
NPPA-AS1,0.192747232,0.468950297,0.3288731847529463,Not significant
NPPA,-0.198046235,0.514398907,0.28869996287616134,Not significant
NPPB,0.623031672,0.030037522,1.522335898103146,Not significant
RNU5E-1,-0.124619915,0.685248619,0.16415183103294975,Not significant
KIAA2013,0.069074781,0.55343303,0.2569349248505294,Not significant
PLOD1,0.127016037,0.373611072,0.4275802618925529,Not significant
MFN2,0.115103519,0.259864435,0.585253153897015,Not significant
MIIP,0.375557306,0.030715421,1.5126435276592853,Not significant
TNFRSF8,0.383578441,0.178404841,0.7485933652566326,Not significant
TNFRSF1B,0.360435626,0.041817148,1.3786455901242531,Not significant
MIR4632,0.080578343,0.739877683,0.13084007214597979,Not significant
VPS13D,-0.203777702,0.030352044,1.5178120568776796,Not significant
DHRS3,0.382981492,0.030797512,1.511484366886416,Not significant
MIR6730,-0.245539631,0.390344783,0.40855162065295764,Not significant
AADACL4,0.6190661,0.0249744,1.6025049367283761,Not significant
AADACL3,0.978662033,0.001314247,2.8813230056619683,Not significant
C1orf158,0.708962866,0.008239888,2.084078691374795,Not significant
PRAMEF12,0.571886699,0.036203832,1.4412454590696817,Not significant
PRAMEF1,0.544307422,0.038729237,1.411961058912543,Not significant
PRAMEF11,0.595033801,0.029616314,1.5284689940617138,Not significant
HNRNPCL1,0.311129848,0.247167927,0.6070078848397531,Not significant
PRAMEF2,0.701161306,0.010982545,1.9592970085760362,Not significant
PRAMEF4,0.410617276,0.116229198,0.9346847588871013,Not significant
PRAMEF10,0.272891783,0.19182373,0.7170976684345037,Not significant
PRAMEF7,0.039601825,0.765986171,0.11577907098437303,Not significant
PRAMEF6,0.097900903,0.651705249,0.18594878107198498,Not significant
LOC101929983,0.050623473,0.734805166,0.13382779907634512,Not significant
HNRNPCL2,0.305232331,0.150784356,0.8216437145359368,Not significant
LOC400736,0.039601825,0.765986171,0.11577907098437303,Not significant
LOC391003,0.039601825,0.765986171,0.11577907098437303,Not significant
PRAMEF5,0.238866836,0.246084749,0.6089153006831434,Not significant
PRAMEF8,0.10378243,0.593535242,0.2265534890906333,Not significant
LOC645382,0.063931587,0.701149712,0.15418924001704262,Not significant
PRAMEF15,0.337095258,0.173218393,0.7614059947996572,Not significant
PRAMEF14,0.224537617,0.373086094,0.4281909380715136,Not significant
PRAMEF19,0.513328747,0.073676447,1.1326713258825956,Not significant
PRAMEF20,0.902601609,0.003031646,2.5183215118863673,Not significant
LRRC38,0.615233142,0.026974277,1.5690501870201556,Not significant
PDPN,-0.045416048,0.764091954,0.11685437347704082,Not significant
PRDM2,-0.189795697,0.085073211,1.0702071748915396,Not significant
KAZN,0.261540842,0.174017821,0.7594062737539068,Not significant
TMEM51-AS1,0.257282348,0.303632418,0.5176518618710839,Not significant
TMEM51,0.043251994,0.795826835,0.09918142068607393,Not significant
C1orf195,-0.122245009,0.543503472,0.2647976772159113,Not significant
FHAD1,-0.053537803,0.770077701,0.11346545221318502,Not significant
EFHD2,0.200688361,0.158139255,0.8009603115113965,Not significant
CTRC,0.435699962,0.163550217,0.7863488753125242,Not significant
CELA2A,0.457755768,0.152757035,0.8159987798328626,Not significant
CELA2B,0.238898804,0.390743387,0.4081083633118764,Not significant
CASP9,0.357195875,0.002245637,2.6486604447076703,Not significant
DNAJC16,-0.201756328,0.018388375,1.735456648125444,Not significant
AGMAT,-0.118833259,0.598418137,0.22299525224310854,Not significant
DDI2,0.204050113,0.095889391,1.018229439597087,Not significant
RSC1A1,-0.137355778,0.336716503,0.472735597641626,Not significant
PLEKHM2,-0.049212214,0.706277853,0.15102441185826437,Not significant
SLC25A34,-0.590457109,0.007500503,2.1249096109017183,Not significant
TMEM82,0.465922475,0.129304634,0.8883859106604682,Not significant
FBLIM1,0.120959682,0.500376294,0.3007032737765053,Not significant
UQCRHL,0.921679588,0.001065141,2.972592897888448,Not significant
FLJ37453,-0.235914751,0.143242614,0.8439277622523071,Not significant
SPEN,-0.056654165,0.541572072,0.2663437396128329,Not significant
MIR5096,0.629378219,0.022884241,1.6404634872121286,Not significant
ZBTB17,0.06180694,0.666870211,0.17595868202244538,Not significant
C1orf64,0.10255443,0.722213324,0.14133450360470715,Not significant
HSPB7,0.563929544,0.024164516,1.6168218990822825,Not significant
CLCNKA,0.683861624,0.009917009,2.003619292630403,Not significant
CLCNKB,0.823682948,0.01006269,1.9972859063584811,Not significant
FAM131C,0.587388522,0.059409197,1.2261463176927594,Not significant
EPHA2,0.10158582,0.609184355,0.2152512586918993,Not significant
ARHGEF19,0.219600566,0.240963092,0.6180494726460499,Not significant
RSG1,0.208666288,0.356464414,0.44798381945822296,Not significant
FBXO42,0.014722961,0.876108215,0.057442247399562434,Not significant
SZRD1,0.172273759,0.118700933,0.9255458674383391,Not significant
SPATA21,-0.173164454,0.490700748,0.30918328000150785,Not significant
NECAP2,0.109200052,0.287624824,0.5411736340715912,Not significant
CROCCP3,-0.197005737,0.07514375,1.124107135547997,Not significant
FAM231B,0.232618643,0.38174285,0.41822908848143114,Not significant
MIR3675,0.217740576,0.324884363,0.48827119116730133,Not significant
NBPF1,-0.217833875,0.221699052,0.6542361639538433,Not significant
CROCCP2,-0.194911822,0.198944313,0.7012684710339007,Not significant
MST1P2,-0.024819791,0.909262768,0.0413105918041689,Not significant
FAM231C,0.021856432,0.869524145,0.06071835397791544,Not significant
ESPNP,0.303567356,0.337930655,0.4711724099017119,Not significant
MST1L,0.290394106,0.305102694,0.5155539576012218,Not significant
CROCC,0.121913877,0.454776714,0.34220178066022505,Not significant
MFAP2,0.116128881,0.598150833,0.22318928811907104,Not significant
ATP13A2,-0.151112369,0.374572215,0.42646444084149837,Not significant
SDHB,0.083305248,0.565722425,0.24739660566700084,Not significant
PADI2,0.178367344,0.485484888,0.31382428410892327,Not significant
PADI1,0.764679231,0.016081675,1.7936687189350706,Not significant
PADI3,0.233301306,0.461219344,0.33609248625096727,Not significant
MIR3972,0.069402343,0.70926141,0.14919366891218772,Not significant
PADI4,0.958192782,0.002714265,2.5663477534267,Not significant
PADI6,1.124748466,0.000438117,3.3584098948178274,Upregulated
RCC2,0.155267535,0.1995161,0.7000220530647778,Not significant
ARHGEF10L,0.190793722,0.218659963,0.6602307297193206,Not significant
ACTL8,0.216106898,0.470420493,0.3275137672827707,Not significant
LOC101927876,0.996263403,0.000866128,3.0624179213939198,Not significant
IGSF21,0.517830211,0.075975564,1.1193260672772576,Not significant
KLHDC7A,0.389615603,0.222836334,0.6520139949651842,Not significant
PAX7,0.382182954,0.225926995,0.6460318740858333,Not significant
TAS1R2,0.894942212,0.002880169,2.5405820283469938,Not significant
ALDH4A1,0.368845857,0.056205011,1.250224962853833,Not significant
MIR1290,0.350736066,0.266381522,0.5744959040203561,Not significant
IFFO2,0.350877375,0.030243347,1.519370147588997,Not significant
UBR4,-0.048548668,0.615102698,0.21105236804381458,Not significant
EMC1,-0.016381148,0.851979735,0.06957073514215432,Not significant
MRTO4,0.1278563,0.308245364,0.5111034464576442,Not significant
AKR7L,-0.067696866,0.754937579,0.12208895594241914,Not significant
AKR7A3,0.024502429,0.925918096,0.033427428035591074,Not significant
LOC100506730,-0.090368897,0.544120567,0.2643048580569772,Not significant
AKR7A2,-0.038852762,0.718185055,0.14376363652345672,Not significant
PQLC2,0.001365281,0.993669224,0.0027581609738556727,Not significant
CAPZB,0.317595481,0.013915236,1.856509423708049,Not significant
MINOS1,-0.138052209,0.32337393,0.49029499529392184,Not significant
RPS14P3,-0.136277088,0.587146329,0.2312536501022781,Not significant
NBL1,-0.127503589,0.573929977,0.24114109097758654,Not significant
HTR6,0.111213657,0.660283528,0.18026953687500766,Not significant
TMCO4,0.136685302,0.336292031,0.47328342389479583,Not significant
RNF186,1.170303283,0.000207579,3.6828165845684357,Upregulated
OTUD3,0.005185391,0.968403473,0.01394366171065275,Not significant
PLA2G2E,0.051130785,0.838858687,0.07631119367083156,Not significant
PLA2G2A,1.352674935,1.05e-05,4.978810700930062,Upregulated
PLA2G5,0.383738582,0.184534609,0.733922171032454,Not significant
PLA2G2D,0.78609585,0.008928488,2.04922208073678,Not significant
PLA2G2F,0.183964219,0.565871491,0.2472821855721267,Not significant
PLA2G2C,-0.212350899,0.507222571,0.29480142893813965,Not significant
UBXN10-AS1,0.813303957,0.008504551,2.0703486101372177,Not significant
UBXN10,-0.284348989,0.24824661,0.6051166734200778,Not significant
VWA5B1,1.036447537,0.0011976,2.921688212665004,Upregulated
LINC01141,0.773542748,0.011703115,1.9316985273773275,Not significant
CAMK2N1,-0.342110297,0.113026173,0.9468209771069058,Not significant
MUL1,0.189046515,0.147107327,0.8323656957536222,Not significant
FAM43B,0.291879544,0.341027245,0.4672109234107348,Not significant
CDA,0.668192714,0.023183007,1.63483023365242,Not significant
PINK1,0.43185359,0.019730254,1.704867323765125,Not significant
PINK1-AS,-0.121189526,0.42410875,0.37252276730092293,Not significant
DDOST,0.135342821,0.29612888,0.5285192359304683,Not significant
KIF17,0.388110408,0.184536418,0.7339179136475048,Not significant
SH2D5,0.655919782,0.037698773,1.4236727847544497,Not significant
HP1BP3,-0.193772423,0.034970329,1.4563002818396706,Not significant
EIF4G3,0.023028373,0.827373389,0.08229845152886933,Not significant
MIR1256,0.544346935,0.046335147,1.3340894548250724,Not significant
ECE1,0.121006181,0.432738534,0.3637744305270916,Not significant
LOC100506801,0.096915413,0.582663393,0.234582266477393,Not significant
NBPF3,0.03227774,0.843725078,0.07379904218690839,Not significant
ALPL,0.939211842,0.000829316,3.081279955690054,Not significant
RAP1GAP,0.485903025,0.03559649,1.4485928236221983,Not significant
USP48,-0.099803559,0.355416491,0.44926242519660214,Not significant
LDLRAD2,-0.08567657,0.704353122,0.15220955607528353,Not significant
HSPG2,0.03301761,0.852695047,0.0692062596704071,Not significant
CELA3B,0.160574416,0.525600156,0.2793445145481061,Not significant
CELA3A,0.234849415,0.375122234,0.42582719386756607,Not significant
LOC101928043,0.246515655,0.34383737,0.46364692374320804,Not significant
LINC00339,-0.096143535,0.497565093,0.30315009545800187,Not significant
CDC42,0.194696581,0.091348108,1.0393004433160309,Not significant
WNT4,-0.153819921,0.44035286,0.3561991786595075,Not significant
MIR4418,0.027771563,0.834668095,0.07848618699027086,Not significant
ZBTB40,-0.162223072,0.166167851,0.7794529967002822,Not significant
EPHA8,0.726996787,0.022471878,1.6483606315881896,Not significant
MIR6127,0.021856432,0.869524145,0.06071835397791544,Not significant
C1QA,0.596997513,0.010878956,1.963412779747569,Not significant
C1QC,0.728048448,0.000935839,3.02879886005016,Not significant
C1QB,0.624558534,0.005490807,2.260363821325788,Not significant
EPHB2,-0.099572876,0.584087845,0.23352183143254382,Not significant
MIR4684,-0.032499555,0.894668063,0.04833806540670014,Not significant
MIR4253,0.048316198,0.75932831,0.11957040804044868,Not significant
LACTBL1,0.235606037,0.25051172,0.6011719511849121,Not significant
C1orf234,0.246701971,0.430338847,0.3661894480698145,Not significant
KDM1A,0.063492181,0.319854467,0.4950475796661188,Not significant
MIR3115,0.598862304,0.056770113,1.2458802413175216,Not significant
MIR4419A,-0.171085439,0.582409292,0.23477170472500902,Not significant
LUZP1,-0.059632976,0.575635967,0.23985207821419188,Not significant
HTR1D,0.045836042,0.886087729,0.052523277735472995,Not significant
LINC01355,-0.522853594,0.000730757,3.136227015796988,Not significant
HNRNPR,-0.188800653,0.170009276,0.7695273821175452,Not significant
ZNF436,-0.123288971,0.273418934,0.5631714142488158,Not significant
ZNF436-AS1,-0.037783561,0.84738041,0.07192158037189846,Not significant
TCEA3,0.226162141,0.220134831,0.6573112354370992,Not significant
ASAP3,-0.042262342,0.753700031,0.12280146686549472,Not significant
E2F2,-0.039322173,0.879784318,0.05562378351255864,Not significant
LOC101928163,-0.210864677,0.510692138,0.2918408279668581,Not significant
ID3,0.41919425,0.027034201,1.5680864615393952,Not significant
MDS2,1.015169371,0.001349851,2.869714167393211,Upregulated
RPL11,0.654396633,8.85e-05,4.053056729302175,Not significant
TCEB3,0.021164309,0.731906522,0.13554438283773054,Not significant
TCEB3-AS1,-0.131025189,0.607231778,0.21664550877114247,Not significant
PITHD1,0.265600837,0.012918539,1.8887865993529929,Not significant
LYPLA2,0.325380314,0.038888146,1.4101827614337372,Not significant
GALE,0.008836407,0.967419364,0.014385223962053594,Not significant
HMGCL,0.194216814,0.182593955,0.7385136044227478,Not significant
FUCA1,0.116459062,0.46707303,0.3306152092704223,Not significant
CNR2,0.58716163,0.064169676,1.1926701535055584,Not significant
MIR378F,0.015941301,0.904635617,0.043526317361654104,Not significant
PNRC2,-0.054024918,0.740381056,0.13054470199357862,Not significant
SRSF10,-0.369418377,0.017195647,1.7645814788565932,Not significant
MYOM3,0.771604829,0.006740611,2.1713007352300173,Not significant
IL22RA1,0.476766968,0.105010975,0.9787653091885757,Not significant
IFNLR1,0.147920677,0.421219623,0.37549140490794713,Not significant
LOC284632,0.562469058,0.066030533,1.1802551970776696,Not significant
GRHL3,0.029795961,0.908829458,0.041517604564935855,Not significant
STPG1,0.093038669,0.581311436,0.23559113318873237,Not significant
NIPAL3,-0.12014566,0.363896925,0.4390216142713471,Not significant
RCAN3AS,0.363971823,0.254632928,0.5940854360161224,Not significant
RCAN3,0.000912826,0.995286255,0.0020519935382252857,Not significant
LOC100506985,-0.184127661,0.376073636,0.4247271109834604,Not significant
NCMAP,0.197353557,0.50276569,0.29863436732675464,Not significant
SRRM1,0.010531098,0.920595152,0.035931316499607145,Not significant
CLIC4,-0.318248752,0.104263779,0.98186653828964,Not significant
RUNX3,0.300357803,0.104193829,0.9821580018676865,Not significant
MIR6731,0.011453312,0.960183515,0.017645754528060897,Not significant
MIR4425,0.056961684,0.75912826,0.11968484083138112,Not significant
SYF2,0.141467669,0.34553561,0.46150718872518015,Not significant
RSRP1,-0.524759587,0.000397704,3.4004400409748152,Not significant
RHD,-0.324232963,0.287624401,0.5411742727741148,Not significant
TMEM50A,0.019279891,0.861511617,0.06473886195944628,Not significant
RHCE,-0.24192015,0.399596572,0.39837824609137495,Not significant
TMEM57,-0.024508865,0.857053503,0.06699206567029624,Not significant
LDLRAP1,0.215942112,0.137088802,0.8629980187934753,Not significant
MAN1C1,0.236700169,0.264683459,0.5772731984398181,Not significant
SEPN1,0.053130917,0.728161808,0.13777210349851446,Not significant
MTFR1L,-0.036478366,0.77068132,0.11312516744352195,Not significant
LOC646471,-0.178996036,0.231611938,0.6352390594786806,Not significant
AUNIP,-0.246528969,0.308472119,0.5107840832081944,Not significant
PAQR7,0.242631329,0.105152155,0.9781818224068739,Not significant
STMN1,-0.025541957,0.892158827,0.04955782325905647,Not significant
PAFAH2,0.214776786,0.059764742,1.2235549509729609,Not significant
EXTL1,0.321518107,0.229991258,0.6382886712629052,Not significant
SLC30A2,0.152167036,0.627403874,0.20245280401310867,Not significant
TRIM63,0.99835552,0.001641806,2.7846781615327023,Not significant
PDIK1L,-0.196742082,0.229794139,0.6386610523771459,Not significant
FAM110D,0.366223417,0.194702253,0.710629023005872,Not significant
ZNF593,0.259367953,0.128361451,0.8915653822766617,Not significant
