symbol,log2fold_change,p_value,-log10(p_value),regulation
LOC102724511,0.30210507,0.225757395,0.6463580148567921,Not significant
LOC154449,0.50265488,0.055240978,1.2577386411679279,Not significant
LOC285804,0.636326632,0.026024645,1.5846151859516284,Not significant
FLJ38122,0.761597626,0.015409265,1.812218076015969,Not significant
DLL1,-0.165531948,0.482897956,0.3161446328680315,Not significant
FAM120B,-0.133763184,0.257120113,0.5898639497155095,Not significant
MIR4644,-0.095711848,0.750341474,0.12474104791003486,Not significant
PSMB1,0.306640485,0.009434166,2.025296486342412,Not significant
TBP,-0.192049233,0.145457058,0.8372652006727856,Not significant
PDCD2,-0.158421198,0.182151555,0.7395671169005897,Not significant
LOC100507642,-0.060559887,0.786010442,0.10457168440224955,Not significant
FAM20C,-0.106705503,0.539578438,0.26794541341955147,Not significant
WI2-2373I1.2,0.496395402,0.047221656,1.325858786866539,Not significant
LOC442497,0.978098077,0.001893373,2.722763820328718,Not significant
PDGFA,-0.055193857,0.75635555,0.12127400198056218,Not significant
HRAT92,0.215795811,0.370540626,0.4311641691141714,Not significant
PRKAR1B,0.344255569,0.083312389,1.0792904118673572,Not significant
LOC101926963,0.476386767,0.036374547,1.4392024065730562,Not significant
DNAAF5,-0.018542848,0.893087841,0.04910582332261931,Not significant
SUN1,-0.119209629,0.213003434,0.6716133948935203,Not significant
GET4,0.197727613,0.208150556,0.6816224247127818,Not significant
ADAP1,-0.02397997,0.918983018,0.03669251392078183,Not significant
COX19,-0.130897709,0.2155344,0.6664834051417695,Not significant
CYP2W1,0.693299471,0.013962899,1.8550244034181498,Not significant
C7orf50,0.293952391,0.070234594,1.1534489237295522,Not significant
MIR339,0.12316083,0.698552849,0.15580073176764525,Not significant
GPR146,0.247103055,0.160259252,0.7951768886324887,Not significant
GPER1,-0.097634315,0.697383186,0.15652852773068585,Not significant
ZFAND2A,0.103278117,0.506555478,0.2953729837294818,Not significant
LOC101927021,-0.136535038,0.404909913,0.3926415907087434,Not significant
UNCX,0.171197748,0.435534576,0.3609773617356691,Not significant
MICALL2,0.022176897,0.904510541,0.04358636758641331,Not significant
INTS1,0.0205703,0.90022088,0.04565091812091522,Not significant
MAFK,0.16454519,0.360833685,0.44269292643286895,Not significant
TMEM184A,0.055879447,0.779185377,0.10835920647312709,Not significant
PSMG3,0.082008685,0.554740647,0.25591001129610114,Not significant
PSMG3-AS1,0.039298818,0.821336602,0.08547882286558002,Not significant
TFAMP1,0.682197289,0.029551263,1.5294239529482443,Not significant
ELFN1,0.114067774,0.626196351,0.2032894674523865,Not significant
ELFN1-AS1,0.261202664,0.414739109,0.38222500967564554,Not significant
MAD1L1,0.003494747,0.978312372,0.009522454235440401,Not significant
MIR4655,0.234204702,0.460206359,0.33704738466883066,Not significant
FTSJ2,0.206954803,0.055924708,1.2523962748096926,Not significant
NUDT1,0.279147467,0.087788174,1.0565639842358348,Not significant
SNX8,0.154833931,0.363258089,0.43978470608995424,Not significant
MIR6836,0.083172406,0.618124137,0.20892429740276885,Not significant
EIF3B,0.179236921,0.119239574,0.923579584214212,Not significant
CHST12,0.001972823,0.990662325,0.004074352961549484,Not significant
LOC101927181,-0.279095658,0.12373239,0.9075165982128943,Not significant
GRIFIN,0.445937851,0.162804127,0.7883345901678909,Not significant
LFNG,-0.232759503,0.266698073,0.5739801222497191,Not significant
MIR4648,0.095420055,0.765802492,0.1158832247471612,Not significant
BRAT1,0.079792365,0.642917963,0.19184443996755696,Not significant
IQCE,-0.145242185,0.334610095,0.4754609607536014,Not significant
TTYH3,0.053631599,0.786755626,0.10416014281319248,Not significant
AMZ1,-0.238536178,0.373154622,0.42811117471445886,Not significant
GNA12,-0.168156584,0.226514062,0.6449048317993272,Not significant
CARD11,0.392678885,0.050068667,1.300433970858943,Not significant
LOC100129603,0.02868425,0.928607079,0.03216800992364724,Not significant
SDK1,0.15692463,0.519728681,0.28422331616474933,Not significant
FOXK1,-0.467605975,0.0001,4.0,Not significant
AP5Z1,0.230193797,0.128982614,0.8894688257684087,Not significant
MIR4656,0.315441451,0.32509924,0.487984045773612,Not significant
RADIL,0.309158451,0.173725528,0.7601363597052795,Not significant
PAPOLB,0.242335958,0.409485253,0.38776173408927267,Not significant
MMD2,1.137954373,0.000327927,3.48422282404955,Upregulated
RNF216P1,0.006201276,0.953090182,0.02086600419695782,Not significant
RBAK,-0.320502904,0.07972236,1.0984198534762326,Not significant
RBAKDN,0.004111038,0.975351934,0.010838650541582666,Not significant
ZNF890P,0.607986133,0.054398225,1.2644152709871497,Not significant
WIPI2,0.011491037,0.898090475,0.04667990964229932,Not significant
SLC29A4,0.247744064,0.310884084,0.5074015114978503,Not significant
TNRC18,0.058709959,0.714356196,0.14608518404495774,Not significant
FBXL18,-0.214495741,0.207502006,0.6829777004433604,Not significant
MIR589,-0.416197919,0.184439239,0.7341466783566777,Not significant
LOC221946,1.463834708,4.64e-07,6.333482019445119,Upregulated
ACTB,0.463239129,0.000225356,3.647130874547952,Not significant
FSCN1,0.125559043,0.491504852,0.3084721905756394,Not significant
RNF216,-0.111789922,0.184224643,0.734652276402567,Not significant
RNF216-IT1,-0.066763388,0.797243248,0.09840915018943606,Not significant
MIR6874,0.074965169,0.80289311,0.09534226895185549,Not significant
ZNF815P,0.218106637,0.142654267,0.8457152334226846,Not significant
OCM,0.756179137,0.018324574,1.736966112817791,Not significant
CCZ1,-0.00322086,0.985118363,0.006511585431838227,Not significant
PMS2,-0.046705258,0.703084163,0.15299268445573108,Not significant
AIMP2,-0.04411406,0.781919535,0.10683793658656297,Not significant
EIF2AK1,0.262544489,0.018417768,1.7347630019359894,Not significant
ANKRD61,0.044775397,0.75078637,0.12448362029086123,Not significant
USP42,-0.094818261,0.367979507,0.4341763667738631,Not significant
CYTH3,-0.069377823,0.669374425,0.1743308848876499,Not significant
FAM220A,-0.268512619,0.043225945,1.3642555034606512,Not significant
RAC1,0.155172103,0.135188344,0.8690607518463404,Not significant
DAGLB,0.076243789,0.500991943,0.30016925844169046,Not significant
KDELR2,-0.270280783,0.059717887,1.2238955673313883,Not significant
GRID2IP,0.017842081,0.939809336,0.02696024504072806,Not significant
ZDHHC4,-0.059073332,0.685721506,0.16385222972280658,Not significant
C7orf26,0.118933819,0.393826237,0.40469535420918706,Not significant
ZNF853,0.027979556,0.897579808,0.04692692588828686,Not significant
ZNF316,0.210909437,0.255817334,0.592070031376147,Not significant
ZNF12,-0.312130649,0.004207191,2.376007771233988,Not significant
PMS2CL,-0.309601501,0.064762705,1.1886750199859977,Not significant
CCZ1B,-0.007197358,0.958379185,0.018462627277184625,Not significant
MIR3683,0.066417918,0.658263146,0.18160045895451873,Not significant
LOC100131257,1.385982734,1.39e-05,4.856985199745905,Upregulated
C1GALT1,-0.279359691,0.189436566,0.7225361875330194,Not significant
LOC101927354,0.326404149,0.298513336,0.5250362621164,Not significant
COL28A1,0.304637544,0.263820779,0.5786910016264661,Not significant
LOC101927391,-0.378926944,0.136275044,0.8655836690767902,Not significant
MIOS,-0.279807281,0.028187423,1.5499446271449986,Not significant
RPA3,-0.105562229,0.446195507,0.35047480719187507,Not significant
UMAD1,-0.11008423,0.507925101,0.29420032437080457,Not significant
LOC100505921,0.194486006,0.429040052,0.367502163408144,Not significant
GLCCI1,-0.151720101,0.397087548,0.4011137314696806,Not significant
ICA1,-0.188926992,0.148334027,0.8287592128068125,Not significant
LOC100505938,0.60621165,0.031989006,1.4949992546149211,Not significant
NXPH1,0.710691182,0.025924233,1.5862940838799133,Not significant
PER4,0.919744058,0.001381165,2.8597544356074516,Not significant
NDUFA4,0.304597984,0.011044481,1.9568546875908235,Not significant
PHF14,-0.309832349,0.017024637,1.768922139360999,Not significant
THSD7A,0.007322498,0.970686594,0.01292096830729722,Not significant
TMEM106B,-0.259349769,0.215233355,0.6670904245951612,Not significant
VWDE,-0.37803685,0.189205227,0.7230668699114976,Not significant
SCIN,0.672995241,0.012824275,1.8919671776702878,Not significant
ARL4A,-0.096568302,0.683359582,0.16535071156807787,Not significant
ETV1,-0.135501958,0.514558152,0.2885655370034431,Not significant
DGKB,0.75768677,0.013899562,1.8569988849243324,Not significant
AGMO,0.594747451,0.042423882,1.3723895938571566,Not significant
MEOX2,-0.20671424,0.441379573,0.3551877698120186,Not significant
MEOX2-AS1,0.653069436,0.033733399,1.4719398968015573,Not significant
ISPD,0.37310109,0.127921517,0.8930563990052348,Not significant
ISPD-AS1,0.467741847,0.101211741,0.9947691045343169,Not significant
SOSTDC1,0.472894001,0.120249385,0.9199171360916721,Not significant
LRRC72,1.124674174,0.000327394,3.4849292839673534,Upregulated
ANKMY2,0.006644322,0.963916375,0.015960641876619892,Not significant
BZW2,0.171610243,0.33047366,0.48086314971092675,Not significant
TSPAN13,-0.02651607,0.90022615,0.04564837571685503,Not significant
AGR2,0.20651097,0.49447884,0.3058522882282961,Not significant
AGR3,-0.116412732,0.678817387,0.16824704233926066,Not significant
AHR,-0.063822392,0.67948595,0.16781951891758748,Not significant
KCCAT333,0.304800888,0.339193995,0.4695518449809158,Not significant
LOC101927630,0.318885179,0.319847169,0.49505748891427664,Not significant
SNX13,-0.405348981,0.000625008,3.2041144237221335,Not significant
PRPS1L1,0.583078625,0.035143985,1.4541489951063433,Not significant
HDAC9,0.436935976,0.034435992,1.4629874017473221,Not significant
MIR1302-6,0.153443259,0.46253814,0.3348524503658055,Not significant
TWIST1,0.000721013,0.996862302,0.0013648272566597916,Not significant
FERD3L,0.39446048,0.143741038,0.8424192232886175,Not significant
TWISTNB,-0.143751097,0.404306307,0.3932894838111862,Not significant
MIR3146,0.034389982,0.914063062,0.0390238408812089,Not significant
TMEM196,1.373574167,1.79e-05,4.747146969020107,Upregulated
LOC101927668,0.277336663,0.385362339,0.41413073068648526,Not significant
MACC1,-0.335763035,0.124994982,0.9031074216595761,Not significant
MACC1-AS1,-0.005934152,0.982163981,0.007815996838273746,Not significant
LOC101927769,1.12065091,0.000358399,3.44563321077076,Upregulated
LOC101927811,0.191792601,0.491022929,0.30889822741741435,Not significant
ITGB8,-0.355152097,0.104694315,0.9800769002806796,Not significant
ABCB5,0.135394778,0.650981484,0.18643136398324797,Not significant
SP8,0.957960011,0.001797096,2.745428722469962,Not significant
RPL23P8,0.408278182,0.201577331,0.6955583094049133,Not significant
LINC01162,0.646791175,0.015826393,1.8006180541012278,Not significant
SP4,-0.159245055,0.315641775,0.5008055230439101,Not significant
MIR1183,0.46081545,0.147645773,0.8307789820822626,Not significant
DNAH11,0.155208478,0.599821063,0.22197828785281662,Not significant
CDCA7L,0.225735787,0.191779847,0.7171970321838281,Not significant
RAPGEF5,-0.087175149,0.549896966,0.2597186764866844,Not significant
STEAP1B,0.665602484,0.028645101,1.542949642129141,Not significant
LOC100506178,0.412927667,0.142101958,0.847399937957561,Not significant
LOC401312,1.059774201,0.000900657,3.0454405712503654,Upregulated
LOC541472,0.61788825,0.051625588,1.287134988823173,Not significant
IL6,2.16381932,4.79e-13,12.319664486585436,Upregulated
TOMM7,0.477749018,0.001613007,2.79236374789016,Not significant
SNORD93,-0.001663369,0.99574837,0.0018503958406377843,Not significant
FAM126A,-0.083371197,0.683412836,0.16531686845265298,Not significant
KLHL7-AS1,-0.05365983,0.849369886,0.07090314077395779,Not significant
KLHL7,-0.091655463,0.510607454,0.2919128495250334,Not significant
NUPL2,-0.325225327,0.00101514,2.9934740591944493,Not significant
GPNMB,0.118700156,0.45481293,0.3421671971333156,Not significant
MALSU1,0.090067811,0.423512164,0.3731341114673659,Not significant
IGF2BP3,-0.449750397,0.074281546,1.1291190659946972,Not significant
RPS2P32,-0.546148553,0.060330392,1.219463852822435,Not significant
TRA2A,-0.067809549,0.552393007,0.2577518279944479,Not significant
CLK2P1,0.93388563,0.00352489,2.452854431335961,Not significant
CCDC126,0.121680068,0.635477981,0.19689949293981893,Not significant
FAM221A,-0.243273334,0.26588947,0.5752988616584582,Not significant
STK31,0.594274416,0.040533542,1.3921854440292796,Not significant
NPY,0.329897275,0.217282217,0.6629758161313931,Not significant
MPP6,-0.115567846,0.573554956,0.24142496321331314,Not significant
DFNA5,0.019837776,0.893291033,0.049007025507629656,Not significant
OSBPL3,-0.196276434,0.243137957,0.614147236842148,Not significant
CYCS,-0.294653625,0.105692966,0.9759539145755894,Not significant
C7orf31,0.105445836,0.61823276,0.2088479855065136,Not significant
NPVF,0.783520999,0.005389591,2.2684441908768416,Not significant
MIR148A,-0.021776921,0.917546112,0.037372100717371445,Not significant
NFE2L3,-0.494359269,0.002367093,2.6257846788713466,Not significant
HNRNPA2B1,0.142145589,0.214753096,0.6680605664209396,Not significant
CBX3,-0.135960515,0.431721419,0.36479640415181636,Not significant
SNX10,-0.123560703,0.575619089,0.23986481218174818,Not significant
LOC441204,-0.188504504,0.501991665,0.29930349376047505,Not significant
KIAA0087,0.339390792,0.243656696,0.6132216491466629,Not significant
C7orf71,0.058604241,0.829523653,0.08117122600981201,Not significant
SKAP2,0.160803775,0.292079695,0.534498633563828,Not significant
HOXA1,0.296017513,0.263956553,0.578467551710331,Not significant
HOTAIRM1,-0.179938295,0.38966427,0.40930941471858173,Not significant
HOXA2,-0.045406304,0.873172507,0.058899947088142696,Not significant
HOXA3,-0.427759213,0.10386303,0.9835390118672344,Not significant
HOXA-AS2,-0.106168261,0.715677767,0.14528247421989104,Not significant
HOXA4,0.276391655,0.351960919,0.45350555699038253,Not significant
HOXA-AS3,0.413447506,0.181528423,0.7410553651974269,Not significant
HOXA5,0.18579197,0.509942343,0.2924789249461406,Not significant
HOXA6,-0.12670532,0.686537293,0.16333586672407255,Not significant
HOXA7,0.061775496,0.841144384,0.07512945034663339,Not significant
HOXA9,0.296454734,0.354770594,0.4500523848741101,Not significant
HOXA10-AS,0.321414671,0.311564242,0.5064523917992312,Not significant
HOXA10,-0.138677564,0.605036156,0.2182186718233913,Not significant
HOXA11,0.075209525,0.792368432,0.10107283510383488,Not significant
HOXA11-AS,0.205649226,0.521046513,0.2831235061868791,Not significant
HOXA13,0.598763824,0.059313681,1.2268451228663244,Not significant
HOTTIP,1.18769636,0.000137156,3.862785189080998,Upregulated
EVX1-AS,0.18843802,0.408464907,0.38884524966016304,Not significant
EVX1,0.276231915,0.380434225,0.41972041954737244,Not significant
HIBADH,0.288669428,0.008621372,2.064423615310451,Not significant
TSL,0.410403262,0.024434639,1.6119940729020712,Not significant
TAX1BP1,0.031237955,0.744738584,0.12799614530500303,Not significant
JAZF1,-0.280410488,0.090297881,1.0443224410575347,Not significant
JAZF1-AS1,0.93422977,0.00274375,2.5616554624138033,Not significant
CREB5,0.027906528,0.875097968,0.05794332460039648,Not significant
TRIL,-0.022574455,0.914445347,0.03884224557914062,Not significant
LOC100506497,0.042664856,0.866246503,0.06235850560480496,Not significant
CPVL,0.479047182,0.004742313,2.3240097853036756,Not significant
LOC101928168,0.191355704,0.548947084,0.2604695175433631,Not significant
CHN2,0.087792516,0.632831552,0.19871187572105362,Not significant
LOC102724484,0.316437179,0.208416386,0.6810681391651031,Not significant
PRR15,0.00273534,0.989677409,0.004506343101284001,Not significant
LOC646762,0.121997748,0.554769418,0.25588748768512043,Not significant
MIR550A3,-0.115728883,0.69818513,0.15602940506024796,Not significant
ZNRF2P2,0.027771563,0.834668095,0.07848618699027086,Not significant
DPY19L2P3,-0.072360877,0.809228133,0.0919290272923896,Not significant
WIPF3,0.743826001,0.000242102,3.6160016228450242,Not significant
SCRN1,0.154055802,0.385436302,0.4140473840868547,Not significant
FKBP14,-0.269686673,0.110887383,0.9551178659806911,Not significant
PLEKHA8,-0.192421913,0.228357091,0.6413854980295809,Not significant
MTURN,-0.073136916,0.670559456,0.17356270883708305,Not significant
ZNRF2,-0.381966553,0.014723905,1.8319769933245886,Not significant
DKFZP586I1420,-0.288830513,0.102602498,0.9888420655944814,Not significant
LINC01176,-0.408980822,0.028329596,1.5477596187807185,Not significant
NOD1,-0.141890891,0.355176998,0.4495551677952967,Not significant
GGCT,0.139703384,0.370453172,0.43126668222534514,Not significant
LOC401320,-0.403099833,0.006100442,2.2146386975782844,Not significant
GARS,-0.076038171,0.482527322,0.31647809069761546,Not significant
CRHR2,0.211743189,0.431865485,0.3646515036927647,Not significant
INMT,0.023666635,0.927992415,0.03245557349784868,Not significant
INMT-FAM188B,-0.014702501,0.950964137,0.021835860977083333,Not significant
FAM188B,-0.332002906,0.298462699,0.5251099380043538,Not significant
AQP1,0.415530933,0.070195033,1.1536936174572239,Not significant
GHRHR,0.781286209,0.01100643,1.958353524145319,Not significant
ADCYAP1R1,0.302812669,0.27247641,0.564671091370101,Not significant
NEUROD6,0.759328929,0.008483495,2.0714251917868953,Not significant
CCDC129,0.897882824,0.004189472,2.3778407078059414,Not significant
PPP1R17,1.227749939,0.000111207,3.9538678749329907,Upregulated
PDE1C,0.274659239,0.291840018,0.5348551565654236,Not significant
LOC100130673,0.443522997,0.1460601,0.8354684063548911,Not significant
LSM5,-0.296078426,0.116027283,0.9354398774700391,Not significant
AVL9,-0.161843027,0.131658143,0.8805522747987059,Not significant
DPY19L1P1,-0.08323781,0.705081912,0.15176042646513535,Not significant
ZNRF2P1,-0.250040144,0.190231325,0.7207179671331464,Not significant
LINC00997,-0.092473215,0.532621068,0.27358165889748626,Not significant
KBTBD2,-0.112598978,0.318535646,0.4968419605189912,Not significant
RP9P,-0.095567555,0.593746171,0.22639917807264862,Not significant
FKBP9,0.10166984,0.378206778,0.42227069225031005,Not significant
NT5C3A,-0.142928888,0.426734937,0.36984179978144494,Not significant
RP9,0.090182784,0.537948967,0.2692589221059799,Not significant
BBS9,-0.124666965,0.230525314,0.6372813777499007,Not significant
BMPER,0.382486166,0.163743347,0.785836336648458,Not significant
NPSR1-AS1,0.832293516,0.008986657,2.046401834013159,Not significant
NPSR1,0.779685685,0.012194546,1.9138343637278667,Not significant
DPY19L1,-0.253765061,0.19213249,0.7163991888362996,Not significant
DPY19L2P1,0.314232289,0.311227595,0.5069219032475291,Not significant
TBX20,0.23495833,0.455856592,0.34117176062191656,Not significant
LOC401324,1.005698243,0.001116726,2.9520533723502522,Upregulated
HERPUD2,-0.047453717,0.564401366,0.24841194380935458,Not significant
LOC100506725,0.324467778,0.267895103,0.5720352250238019,Not significant
SEPT7-AS1,0.384807878,0.120985135,0.9172679865765807,Not significant
07-Sep,-0.163088611,0.255909262,0.5919139956184828,Not significant
LOC101928618,0.652259516,0.018549801,1.7316607450821144,Not significant
EEPD1,0.083092863,0.652013769,0.18574323289142153,Not significant
KIAA0895,-0.33865397,0.051706161,1.286457705863754,Not significant
ANLN,-0.018039716,0.94577421,0.02421253278982243,Not significant
AOAH,0.145629663,0.486818807,0.3126326522608951,Not significant
AOAH-IT1,-0.118827093,0.654472345,0.18410870001871965,Not significant
ELMO1,0.121520432,0.477023719,0.32146002604434415,Not significant
MIR1200,0.305890066,0.330105797,0.4813468489414074,Not significant
ELMO1-AS1,-0.085864036,0.764630157,0.11654857741244677,Not significant
GPR141,-0.230344785,0.326978034,0.4854814217526059,Not significant
NME8,-0.120396861,0.661770595,0.17929253411323992,Not significant
SFRP4,-0.026967158,0.907672058,0.04207103377702104,Not significant
EPDR1,-0.01939253,0.923485815,0.034569771057024884,Not significant
STARD3NL,-0.028076537,0.84564105,0.07281394320800069,Not significant
TARP,0.409995987,0.156009233,0.8068496982975059,Not significant
TRG-AS1,0.231098047,0.278751656,0.5547825438916726,Not significant
AMPH,0.042061619,0.869886534,0.06053739206112411,Not significant
FAM183B,0.754994409,0.01766358,1.7529212703690877,Not significant
VPS41,-0.007067625,0.941634194,0.02611777914096131,Not significant
POU6F2,1.00642922,0.001674676,2.7760692035662378,Upregulated
POU6F2-AS1,0.408247825,0.072343248,1.1406019965861338,Not significant
YAE1D1,-0.097297135,0.472620937,0.3254870431307348,Not significant
RALA,-0.018507509,0.894293898,0.04851973254186936,Not significant
LINC00265,-0.196319289,0.303692056,0.517566568241389,Not significant
CDK13,-0.257095833,0.006083744,2.215829069064554,Not significant
MPLKIP,-0.08652126,0.484612806,0.3146051137196606,Not significant
SUGCT,-0.099172932,0.58177432,0.23524545278376194,Not significant
LINC01450,0.161187566,0.576967171,0.23884889717209865,Not significant
LINC01449,0.229437763,0.467502811,0.3302157734585898,Not significant
INHBA,0.364449722,0.09020117,1.0447878291847947,Not significant
INHBA-AS1,0.925074261,0.001762285,2.753923855334681,Not significant
GLI3,0.101648855,0.532297955,0.2738452023110353,Not significant
LINC01448,0.858318963,0.003166623,2.499403638164435,Not significant
C7orf25,0.043892055,0.727556106,0.13813351012671954,Not significant
PSMA2,0.106784253,0.323352934,0.4903231940512422,Not significant
MRPL32,0.377417465,0.007493574,2.1253109996206523,Not significant
HECW1,0.601552218,0.013556651,1.8678475842047342,Not significant
MIR3943,0.028657875,0.849708476,0.07073004955713945,Not significant
LOC100506895,0.341094512,0.268808833,0.5705564645611778,Not significant
STK17A,-0.283174413,0.083322766,1.0792363215543672,Not significant
COA1,-0.117520106,0.334057544,0.47617871615522367,Not significant
BLVRA,0.54356996,0.001309734,2.882816898284982,Not significant
MRPS24,-0.026043387,0.884895443,0.053108041404679576,Not significant
URGCP,-0.011269178,0.938325254,0.027646594955022273,Not significant
UBE2D4,-0.051229982,0.640767682,0.19329940061141365,Not significant
POLR2J4,0.00581218,0.96816057,0.014052608722730418,Not significant
SPDYE1,-0.280182529,0.14927747,0.8260057340902753,Not significant
RASA4CP,0.051719852,0.818502808,0.08697982633534662,Not significant
LINC00957,-0.031413562,0.898408567,0.04652611540300216,Not significant
DBNL,0.216349164,0.122352088,0.9123886147949005,Not significant
MIR6837,-0.132617293,0.667267802,0.17569983086794166,Not significant
PGAM2,-0.348828606,0.085384631,1.0686202940951597,Not significant
POLM,0.168653358,0.328264155,0.48377653772637846,Not significant
AEBP1,-0.072203452,0.705214075,0.15167902842910763,Not significant
MIR4649,-0.076201722,0.783634146,0.10588664835840572,Not significant
POLD2,0.175137697,0.274720721,0.5611085823829601,Not significant
MYL7,0.955822121,0.002664729,2.574346951661446,Not significant
GCK,1.107231634,0.000470183,3.3277330773371134,Upregulated
YKT6,0.24281562,0.090685479,1.0424622487177406,Not significant
CAMK2B,0.43775436,0.127168278,0.8956212095028786,Not significant
NUDCD3,0.086994849,0.543678111,0.2646581517569385,Not significant
NPC1L1,0.458643247,0.111063843,0.9544273032673907,Not significant
DDX56,-0.021985773,0.872298964,0.05933464332074396,Not significant
TMED4,-0.039213932,0.735375014,0.1334911303364397,Not significant
OGDH,0.221627679,0.05898109,1.2292872057311335,Not significant
ZMIZ2,0.125335629,0.450400376,0.34640125560196544,Not significant
PPIA,0.402317327,0.000187501,3.726996411705202,Not significant
H2AFV,-0.090375516,0.399764599,0.3981956672956242,Not significant
PURB,-0.415154149,0.006347196,2.1974180905620213,Not significant
MYO1G,0.393757216,0.037896612,1.4213996147146368,Not significant
SNHG15,0.043050464,0.819113512,0.08665590993767498,Not significant
SNORA9,1.19988449,7.19e-05,4.1432711096171175,Upregulated
CCM2,0.178823089,0.174439479,0.7583552191080067,Not significant
NACAD,0.097914811,0.689166082,0.16167610493659904,Not significant
TBRG4,0.032141912,0.847682483,0.07176679126175686,Not significant
SNORA5A,0.432147301,0.128517891,0.8910364099068373,Not significant
SNORA5C,0.874773827,0.003108634,2.5074304073029743,Not significant
SNORA5B,0.078832996,0.794343989,0.09999138652403058,Not significant
RAMP3,0.015152453,0.952085592,0.021324007012198713,Not significant
ADCY1,-0.33343984,0.245590971,0.609787603805126,Not significant
SEPT7P2,-0.286291178,0.051798265,1.2856847868483063,Not significant
IGFBP1,0.795919395,0.012629557,1.8986118826853395,Not significant
IGFBP3,0.220127735,0.187485806,0.7270316058520685,Not significant
TNS3,-0.09840524,0.495732661,0.30475246696373043,Not significant
LINC01447,1.153340594,0.000223359,3.6509965434312797,Upregulated
C7orf65,1.085818262,0.000588444,3.2302948610247855,Upregulated
LINC00525,0.491680876,0.112495492,0.9488648805637393,Not significant
PKD1L1,0.440854642,0.041125558,1.38588819640545,Not significant
C7orf69,0.660788668,0.034364815,1.4638859897352912,Not significant
HUS1,-0.280655024,0.007542645,2.1224763321845184,Not significant
SUN3,1.117703397,0.000249972,3.602108635034034,Upregulated
C7orf57,0.3529348,0.270227144,0.568271028750972,Not significant
UPP1,0.641449491,0.000856176,3.067436950308825,Not significant
ABCA13,1.379460257,6.12e-06,5.213248577854439,Upregulated
CDC14C,0.555917776,0.076371351,1.1170695267123756,Not significant
VWC2,0.518263661,0.092349779,1.0345641395220109,Not significant
ZPBP,0.823274582,0.010160326,1.9930923572361805,Not significant
C7orf72,1.15754286,0.000198754,3.7016841222415713,Upregulated
IKZF1,0.248894203,0.185796028,0.7309635747133186,Not significant
FIGNL1,-0.232549759,0.127804073,0.8934553053854577,Not significant
DDC,0.497602971,0.111123174,0.9541953623838398,Not significant
DDC-AS1,0.830682406,0.003653762,2.437259745284805,Not significant
GRB10,-0.004182426,0.980975637,0.008341778397676462,Not significant
COBL,0.07707325,0.750035036,0.12491844916019967,Not significant
POM121L12,0.318953594,0.197374059,0.7047099275198453,Not significant
LINC01446,0.662346265,0.03714631,1.430084321236693,Not significant
HPVC1,0.81972966,0.005802152,2.2364108980951323,Not significant
LINC01445,0.786182818,0.007743877,2.1110415537685556,Not significant
VSTM2A,-0.038842322,0.892403648,0.04943866305983613,Not significant
VSTM2A-OT1,0.192129746,0.528664182,0.27682011287217295,Not significant
SEC61G,0.106467205,0.584790675,0.23299956120124304,Not significant
LOC100996654,0.227970257,0.474990244,0.3233153104182441,Not significant
EGFR,0.308303283,0.167369449,0.7763238136163592,Not significant
EGFR-AS1,0.59703064,0.022534719,1.6471478530582928,Not significant
ELDR,0.254915318,0.325373281,0.4876181133250788,Not significant
LANCL2,-0.040631759,0.721795606,0.14158576607778886,Not significant
VOPP1,-0.120046696,0.390655267,0.40820631595029383,Not significant
FKBP9P1,0.420372947,0.097014412,1.0131637442168206,Not significant
14-Sep,1.222556565,9.88e-05,4.005243055412372,Upregulated
ZNF713,0.032094027,0.859437813,0.06578554241849095,Not significant
MRPS17,-0.011373575,0.941040466,0.02639170092700125,Not significant
GBAS,-0.118777769,0.382826489,0.41699801961901434,Not significant
PSPH,0.051079382,0.739537385,0.13103986671263787,Not significant
CCT6A,-0.025949882,0.830632171,0.08059125235302857,Not significant
SNORA15,-0.653849986,0.033139461,1.4796545594842554,Not significant
SUMF2,0.36375175,0.003582387,2.445827499758376,Not significant
PHKG1,0.081018202,0.645143093,0.19034394798806298,Not significant
CHCHD2,0.251435213,0.042848474,1.3680646403727665,Not significant
NUPR1L,0.029886205,0.924779408,0.03396184922148853,Not significant
LOC650226,0.054222991,0.863295714,0.06384041522317575,Not significant
LOC100240728,0.410892837,0.084420609,1.073551519222768,Not significant
DKFZp434L192,0.451877364,0.071599165,1.1450920424687776,Not significant
LOC101928401,0.935558936,0.003386038,2.4703081723057285,Not significant
LOC401357,0.616246607,0.030880351,1.5103177719212493,Not significant
LOC100130849,0.306250563,0.169482089,0.7708761916171097,Not significant
ZNF479,0.874865243,0.002785403,2.5551119609877917,Not significant
GUSBP10,0.583812388,0.041042821,1.3867627964676708,Not significant
LOC100653233,0.093787611,0.769490677,0.11379663762845144,Not significant
MIR3147,0.053101174,0.79089847,0.10187926460454921,Not significant
ZNF716,0.413611632,0.187290869,0.7274833952866891,Not significant
ZNF733P,0.708152781,0.009718096,2.0124188150832274,Not significant
LINC01005,1.176718761,0.000140973,3.8508640580811604,Upregulated
ZNF727,-0.201764683,0.471624146,0.32640396819502615,Not significant
ZNF735,1.105129538,0.000299857,3.523085808337328,Upregulated
ZNF679,1.074261839,0.000420242,3.3765005453219836,Upregulated
ZNF736,-0.295117797,0.027165325,1.565985094795094,Not significant
