reaction,minimum,maximum,status
DM_lca3s_c,0.0,0.1,Inactive
DM_tca3s_c,0.0,0.1,Inactive
DM_tdca3s_c,0.0,0.1,Inactive
DM_tudca3s_c,0.0,0.1,Inactive
EX_3dhcdchol_e,-0.0999999999999999,0.0999999999999999,Active
EX_3dhdchol_e,-0.0999999999999999,0.1,Active
EX_7dhchol_e,-0.0999999999999999,0.0,Inactive
EX_cdca3g_e,0.0,0.1,Inactive
EX_dca24g_e,0.0,0.1,Inactive
EX_dca3g_e,0.0,0.1,Inactive
EX_gca3s_e,-0.1,0.1,Active
EX_gcdca3s_e,-0.0999999999999999,0.1,Active
EX_gdca3s_e,-0.0999999999999999,0.1,Active
EX_gudca3s_e,-0.1,0.1,Active
EX_hca24g_e,0.0,0.1,Inactive
EX_hca6g_e,0.0,0.1,Inactive
EX_hyochol_e,-0.1999999999999999,0.1,Active
EX_isochol_e,-0.0999999999999999,0.0,Inactive
EX_lca24g_e,0.0,0.1,Inactive
EX_lca3s_e,-0.1,0.1,Active
EX_tcdca3s_e,-0.1,0.1,Active
EX_uchol_e,-0.0999999999999999,0.0,Inactive
EX_udca3s_e,-0.1,0.1,Active
GCA3Sabc,0.0,0.1,Inactive
GCDCA3St,-0.0999999999999995,0.1,Active
GCDCASULT,0.0,0.1,Inactive
GDCA3Sabc,0.0,0.1,Inactive
GDCASULT,0.0,0.1,Inactive
GUDCA3Sabc,0.0,0.1,Inactive
GUDCA3St,-0.1,0.1,Active
HCA24GSc,0.0,0.1,Inactive
HCA24Gte,0.0,0.1,Inactive
HCA6GSc,0.0,0.1,Inactive
HCA6GSr,0.0,0.0999999999999999,Inactive
UCHOLt2,0.0,0.1,Inactive
UDCASULT,0.0,0.1,Inactive
UDCHOLt2,0.0,0.1,Inactive
12HTACRhr,0.0,0.1000000000000009,Inactive
12HTACRtu,0.0,0.1,Inactive
1331TACRtev,0.0,0.1,Inactive
14MDZtev,0.0,0.1,Inactive
1513TACRtep,-0.0999999999999998,0.1,Active
1531TACRhr,0.0,0.1,Inactive
1531TACRteb,0.0,0.1,Inactive
15DMTtep,-0.2999999999999995,0.1,Active
1HIBUPGLUC_Sthv,0.0,0.0999999999999999,Inactive
1HIBUP_SGLUhep,0.0,0.1,Inactive
1HMDZGLUChc,-0.0999999999999985,0.0,Inactive
1OHMDZhr,0.0,0.0999999999999999,Inactive
1OHMDZtep,-0.2,0.1,Active
2HATVLAChc,0.0,0.1,Inactive
2HATVACIDGLUChr,0.0,0.1,Inactive
2HATVACIDGLUCteb,0.0,0.1,Inactive
2HATVACIDhc,0.0,0.1,Inactive
2HATVACIDteb,0.0,0.1,Inactive
2HATVACIDtep,-1000.0,0.1,Active
2HATVLACteb,0.0,0.1,Inactive
2HATVLACtep,-1000.0,0.1,Active
2HIBUP_Rthv,0.0,0.1,Inactive
2HIBUP_SGLUhep,0.0,0.1,Inactive
2HIBUP_Sthv,-0.1,0.0999999999999984,Active
35DSMVhep,0.0,0.0999999999999999,Inactive
35DSMVteb,0.0,0.1,Inactive
3HIBUP_SGLUhep,0.0,0.0999999999999999,Inactive
3HLVSTAChep,0.0,0.0999999999999999,Inactive
3HPVSTETCOAhcm,0.0,0.0999999999999999,Inactive
3HPVSTETCOAhcx,0.0,0.1,Inactive
6MSMVhep,0.0,0.1,Inactive
6OHFVSGLUhc,0.0,0.1,Inactive
6OHFVSteb,0.0,0.1,Inactive
7AHGLZABCt,0.0,0.1,Inactive
7AHGLZhr,0.0,0.1,Inactive
7BHGLZhr,0.0,0.1,Inactive
7BHGLZtev,-0.1999999999999998,0.1,Active
7HPVShc,0.0,0.1,Inactive
ACMPGLUTtep,0.0,0.1,Inactive
ACMPGLUtep,0.0,0.1,Inactive
ACMPShc,0.0,0.1,Inactive
ACMPdt,-0.0999999999999999,0.1,Active
ACMPthc,0.0,0.1,Inactive
EX_mdz_e,-0.1,0.0,Inactive
EX_mdzglc_e,-2.4412108875482542e-16,0.1,Active
EX_mhglz_e,-0.1000000000000008,0.1,Active
EX_ndersv_e,0.0,0.0999999999999999,Inactive
EX_nfd_e,-0.1,0.0,Inactive
EX_nfdlac_e,-0.0999999999999999,0.1,Active
EX_nfdnpy_e,-0.1,0.0999999999999999,Active
EX_nfdoh_e,-0.0999999999999985,0.1,Active
EX_oxy1rb_e,0.0,0.099999999999999,Inactive
EX_oxy7rb_e,0.0,0.1,Inactive
EX_profvs_e,0.0,0.1,Inactive
EX_ptvst_e,-0.1,0.0999999999999999,Active
EX_ptvstlac_e,-0.1000000000000001,0.1000000000000001,Active
EX_rsv_e,-0.1000000000000002,0.0,Inactive
EX_rsvlac_e,0.0,0.1000000000000028,Inactive
EX_s3meacmp_e,0.0,0.1000000000000001,Inactive
EX_stacmp_e,0.0,0.05,Inactive
EX_tauribup__S_e,0.0,0.1,Inactive
EX_tlacfvs_e,-0.0999999999999999,0.0999999999999998,Active
EX_tmdm5_e,0.0,0.0999999999999999,Inactive
EX_tsacmgluc_e,0.0,0.0833333333333331,Inactive
EX_tsacmsul_e,0.0,0.05,Inactive
FVSteb,0.0,0.1,Inactive
FVStu,-1000.0,0.1,Active
GLC3MEACPhr,0.0,0.0999999999999994,Inactive
GLC3MEACPtev,0.0,0.1,Inactive
GLZtd,0.0,0.1,Inactive
IBUPGLUCtchep,-0.0999999999999566,0.1,Active
IBUPGLUCtpvb,0.0,0.1,Inactive
IBUP_RASCL1hep,0.0,0.1,Inactive
IBUP_RCYP3hep,0.0,0.1,Inactive
IBUP_Rshep,0.0,0.1,Inactive
IBUP_Rtdhep,-0.1000000000000001,0.1,Active
IBUP_SACOT2,0.0,0.1,Inactive
IBUP_SCYP3hep,0.0,0.1,Inactive
IBUP_Stdhep,-0.1999999999999851,0.1,Active
IBUP_Stdu,-0.1999999999999989,0.1,Active
RSVGLUChc,0.0,0.0999999999999998,Inactive
RSVLACteb,0.0,0.0999999999999989,Inactive
RSVtev,-1000.0,0.1,Active
SMVACIDATPteb,0.0,0.1,Inactive
SMVACIDtev,-0.3,0.1000000000000001,Active
SMVGLUCLAChep,0.0,0.1,Inactive
SMVGLUChep,0.0,0.1,Inactive
SMVHYDROhep,0.0,0.1,Inactive
SMVthep,-0.2,0.1,Active
STACMPhc,0.0,0.0499999999999998,Inactive
STACMPtev,0.0,0.05,Inactive
TACRDtsc,0.0,0.1,Inactive
TACRtu,0.0,0.0999999999999985,Inactive
TAURIBUP_Sthv,0.0,0.1,Inactive
THRFVShc,0.0,0.1,Inactive
THSACMPhr,0.0,0.0833333333333333,Inactive
TLACFVShc,0.0,0.1,Inactive
TMDM3hr,0.0,0.1,Inactive
TMDM5hr,0.0,0.1,Inactive
TMDOATPtsc,-1000.0,0.1,Active
TMDOATthc,-1000.0,0.1,Active
TRIPVStev,-0.1999999999999999,0.0999999999999999,Active
TSACMGLUChr,0.0,0.0833333333333333,Inactive
TSACMSULhc,0.0,0.0499999999999995,Inactive
TSACMSULtev,0.0,0.05,Inactive
12HTACRitr,0.0,0.1000000000000001,Inactive
14HMDZitr,0.0,0.0999999999999991,Inactive
1513TACRitr,0.0,0.099999999999999,Inactive
1531TACRitr,0.0,0.1,Inactive
1HIBUPGLUitr,0.0,0.1,Inactive
1HMDGLUCitr,0.0,0.1,Inactive
2HATVACIDGLUCitr,0.0,0.1,Inactive
2HATVLACGLUCitr,0.0,0.1,Inactive
2HIBUP_Ritr,0.0,0.1000000000000003,Inactive
35DHPVSitr,0.0,0.0999999999999994,Inactive
35DSMVitr,0.0,0.1,Inactive
3HIBUP_Ritr,0.0,0.1,Inactive
3HLVSTitr,0.0,0.0999999999999999,Inactive
3HPVSCOAitm,-0.0999999999999999,0.0,Inactive
3HPVSCOAitx,0.0,0.0999999999999999,Inactive
3HSMVitr,0.0,0.1,Inactive
4BHGLZitr,0.0,0.1000000000000001,Inactive
4HATVLACitr,0.0,0.1,Inactive
4HMDGLUCitr,0.0,0.1,Inactive
56DHPVSitr,0.0,0.1,Inactive
5OHFVSitr,0.0,0.1,Inactive
EX_rbl__D_e,-0.0999999999999991,0.0,Inactive
EX_M01966_e,0.0,0.1,Inactive
EX_M02155_e,-0.2999999999999999,0.0999999999999999,Active
EX_M01989_e,-0.8,0.1,Active
EX_M01881_e,0.0,0.0666666666666666,Inactive
EX_M03131_e,0.0,0.1000000000000003,Inactive
EX_n5m2masn_e,-0.15,0.0,Inactive
EX_hretn_e,-0.1,0.1000000000000003,Active
SK_ile__L_c,-2.471188923237782,0.1,Active
SK_leu__L_c,-4.030368814462251,0.1,Active
SK_met__L_c,-3.233065638086483,0.1,Active
SK_phe__L_c,-5.857080857300513,0.1,Active
SK_trp__L_c,-6.106139699701259,0.1,Active
SK_asp__L_c,-3.7703584657445393,0.1,Active
SK_cys__L_c,-4.2201379160829156,0.1,Active
SK_gln__L_c,-3.782254,0.1,Active
SK_glu__L_c,-6.9147563000003425,0.1,Active
SK_ser__L_c,-3.2952290706521343,0.1,Active
SK_gly_c,-5.282776100000001,0.1,Active
SK_4abut_l,-0.0999999999999999,0.1,Active
DM_CE1261_c,0.0,0.1,Inactive
DM_4glu56dihdind_c,0.0,0.1,Inactive
DM_5cysdopa_c,0.0,0.1,Inactive
DM_dopa_c,0.0,0.1,Inactive
DM_ach_c,0.0,0.1,Inactive
DM_hista_c,0.0,0.1,Inactive
DM_kynate_c,0.0,0.1,Inactive
DM_cbl2_m,0.0,0.1,Inactive
DM_1a2425thvitd2_m,0.0,0.1,Inactive
DM_btn_m,0.0,0.1,Inactive
DM_btn_n,0.0,0.1,Inactive
DCMPtm,-0.4000000000000004,0.1,Active
DM_protein_c,0.0,0.1,Inactive
ATPS4mi,0.0,0.1,Inactive
CYOR_u10mi,0.0,0.0833333333333333,Inactive
Htmi,0.0,0.1,Inactive
NADH2_u10mi,0.0,0.1,Inactive
CYOOm3i,0.0,0.1,Inactive
ALLOP1tu,0.0,0.1,Inactive
ALLOPOXDhep,0.0,0.1,Inactive
ALLOPtepvb,-0.2,0.1,Active
AM19CSALThr,0.0,0.1,Inactive
AM1A4NCShc,0.0,0.1,Inactive
AM1ACCShr,0.0,0.1,Inactive
AM1ACStep,-0.2000000000000003,0.0999999999999999,Active
AM1CCStev,-0.4000000000000003,0.1,Active
AM1CGLCteb,0.0,0.1,Inactive
AM1CSAhr,0.0,0.1,Inactive
AM4N9CShr,0.0,0.1,Inactive
AM9CSAhr,0.0,0.1,Inactive
AM9CSAteb,0.0,0.1,Inactive
AM9CSAtep,-0.3,0.1,Active
ATVACIDMCTtu,-0.3000000000000028,0.1,Active
ATVACIDhc,0.0,0.1,Inactive
ATVACIDhr,0.0,0.1,Inactive
ATVACYLGLUChc,0.0,0.1,Inactive
ATVETHGLUChc,0.0,0.100000000000002,Inactive
ATVLACThc,-0.1999999999999996,0.1,Active
ATVLACh2r,0.0,0.1,Inactive
EX_3hpvstet_e,0.0,0.1000000000000001,Inactive
EX_3hsmvacid_e,0.0,0.1,Inactive
EX_3ispvs_e,-0.2000000000000001,0.1,Active
EX_4bhglz_e,0.0,0.0999999999999999,Inactive
EX_4hatvlac_e,-0.1,0.1,Active
EX_4ohmdz_e,-0.2,0.1,Active
EX_56eppvs_e,1.2245737859035755e-32,0.1,Inactive
EX_5ohfvsglu_e,0.0,0.1,Inactive
EX_6ahglz_e,0.0,0.1000000000000003,Inactive
EX_6bhglz_e,-0.1,0.1,Active
EX_6bhglzglc_e,0.0,0.1,Inactive
EX_6csmvacid_e,0.0,0.0999999999999999,Inactive
EX_6hlvst_e,-0.1,0.1,Active
EX_6hsmvacid_e,0.0,0.1,Inactive
EX_6melvacid_e,0.0,0.1,Inactive
EX_6melvst_e,-0.1000000000000001,0.1,Active
EX_6ohfvsglu_e,-2.3887297708039258e-33,0.1,Active
EX_7bhglzglc_e,0.0,0.1,Inactive
EX_acmp_e,-0.1999999999999999,0.0,Inactive
EX_acmpglu_e,0.0,0.1000000000000006,Inactive
EX_allop_e,-0.0999999999999994,0.0,Inactive
EX_am1a4ncs_e,0.0,0.1,Inactive
EX_am1accs_e,0.0,0.1,Inactive
EX_am1acs_e,-0.1,0.1000000000000006,Active
EX_am1c9cs_e,-0.1,0.0999999999999997,Active
EX_am1ccs_e,-0.3,0.1,Active
EX_am4n9cs_e,0.0,0.1,Inactive
EX_atvlac_e,-0.2,0.1,Active
EX_caribup_s_e,-0.0999999999999999,0.1,Active
EX_caribupglu__S_e,0.0,0.1,Inactive
EX_crglz_e,0.0,0.1,Inactive
EX_crvsm1_e,0.0,0.1,Inactive
EX_crvsm23_e,0.0,0.1,Inactive
EX_csasulp_e,0.0,0.1,Inactive
EX_cysacmp_e,0.0,0.0999999999999999,Inactive
EX_deoxfvs_e,0.0,0.1,Inactive
EX_desfvs_e,0.0,0.1,Inactive
EX_fvstet_e,-0.1000000000000007,0.0,Inactive
EX_ibup__S_e,-0.0999999999999996,0.0999999999999999,Active
EX_lstn1gluc_e,0.0,0.1,Inactive
EX_lstnm2_e,0.0,0.1,Inactive
LST4EXPhr,0.0,0.0999999999999995,Inactive
LSTN1GLUChr,0.0,0.1,Inactive
LSTNM7TDhc,-0.1999999999999999,0.1,Active
LSTNM7hr,0.0,0.1,Inactive
LSTNtd,-0.1,0.1,Active
LVSTACIDtu,0.0,0.1,Inactive
LVSTACOXD6Hhep,0.0,0.0999999999999999,Inactive
LVSTOXD6METhep,0.0,0.0999999999999999,Inactive
LVSTPGPtu,0.0,0.1,Inactive
LVSTtu,0.0,0.1,Inactive
MDZGLCtev,0.0,0.1000000000000007,Inactive
MDZtd,0.0,0.1,Inactive
MERACMPtep,0.0,0.1,Inactive
MHGLZABCt,0.0,0.1,Inactive
MHGLZtev,-0.2,0.1,Active
NDERSVteb,0.0,0.1,Inactive
NFDACOXDhc,0.0,0.1,Inactive
NFDACtep,-0.1,0.1,Active
NFDLAChc,-0.1000000000000002,0.0999999999999986,Active
NFDLACtep,-0.1,0.1,Active
OXYPR7tehv,0.0,0.1,Inactive
OXYPthc,-1000.0,0.1,Active
OXYPtepv,-1000.0,0.1,Active
PROFVSCOAhc,0.0,0.0999999999999998,Inactive
PROFVShc,0.0,0.1,Inactive
PTVSTGLUChc,0.0,0.1,Inactive
PTVSTLAChc,0.0,0.0999999999999999,Inactive
PTVSTLACtev,-0.0999999999999999,0.0999999999999999,Active
PTVSTM3eb,0.0,0.1,Inactive
PTVSTM3hc,0.0,0.1,Inactive
PTVSThc,0.0,0.1,Inactive
PTVSTtu,-1000.0,0.1,Active
PVSATPtu,0.0,0.1,Inactive
PVSGLUChc,0.0,0.1000000000000008,Inactive
PVSGLUCteb,0.0,0.1,Inactive
PVSHtu,-1000.0,0.1,Active
PVSOATPtu,-1000.0,0.1,Active
NFDACitr,-0.1,0.1,Active
ACMPGLUTitr,0.0,0.1000000000000001,Inactive
NAPQIhr,0.0,0.1000000000000001,Inactive
UDPRIBc,0.0,0.1,Inactive
GLYitr,0.0,0.1,Inactive
PAPitr,0.0,0.0999999999999999,Inactive
13DMTitr,-0.2,0.1,Active
15DMTitr,-0.2,0.0999999999999999,Active
ATVACIDitr,0.0,0.1,Inactive
ATVLACitr,-0.1,0.1,Active
31DMTitr,-0.2,0.0999999999999999,Active
AM1CCSitr,-0.3000000000000003,0.1,Active
LST4EXPitr,-0.1,0.1,Active
RSVitr,0.0,0.1,Inactive
TRIPVSitr,-0.1,0.1000000000000018,Active
SMVACIDitr,0.0,0.1,Inactive
PTVSTitr,-0.0999999999999999,0.1,Active
AM1CSAitr,-0.1,0.1000000000000002,Active
1A25HVITD2tm,-0.1,0.0999999999999996,Active
EX_C13856_e,-0.0999999999999999,0.1,Active
EX_M02956_e,-0.1,0.0,Inactive
EX_M00241_e,-0.1,0.0,Inactive
EX_M00003_e,-0.10001,0.1,Active
EX_M00010_e,-0.10003,0.1,Active
EX_M00017_e,-0.10002,0.1,Active
EX_M00021_e,-0.10001,0.1,Active
EX_M00260_e,-0.10001,0.1,Active
EX_M00265_e,-0.10001,0.1,Active
EX_M01207_e,-0.10002,0.1,Active
EX_M02613_e,-0.10001,0.1,Active
EX_M03045_e,-0.02501,0.1,Active
EX_M03051_e,-1e-05,1e-05,Active
EX_M03153_e,-0.10001,0.1,Active
EX_M02561_e,0.0,0.1,Inactive
EX_M02909_e,-0.1,0.0,Inactive
EX_M03117_e,-0.0999999999999995,0.0124999999999999,Active
EX_M01872_e,0.0,0.033333333333333,Inactive
EX_hnifedipine_e,0.0,0.1,Inactive
EX_M02449_e,-0.1,0.1,Active
EX_M02451_e,-0.1,0.1,Active
EX_adpman_e,-0.1,0.0,Inactive
FBP26,0.0,0.1,Inactive
FCLTm,0.0,0.0999999999999998,Inactive
FCOAH2,0.0,0.1,Inactive
FE2tm,0.0,0.1000000000000001,Inactive
FOLR2,0.0,0.1,Inactive
FOLt2_1,-0.7,0.1,Active
FPGS3m,0.0,0.0999999999999997,Inactive
FPGS6,0.0,0.0166666666666665,Inactive
FPGS8,0.0,0.0199999999999994,Inactive
FPGS9m,0.0,0.0166666666666666,Inactive
FUC13GALACGLCGAL14ACGLCGALGLUSIDEte,-0.0999999999999999,0.0,Inactive
FUC13GALACGLCGAL14ACGLCGALGLUSIDEtg,0.0,0.0249999999999999,Inactive
FUCACGALFUCGALACGLCGALGLUSIDEtg,0.0,0.0333333333333332,Inactive
FUCACNGALACGLCGALGLUSIDEtg,0.0,0.0499999999999994,Inactive
FUCASE2e,0.0,0.1,Inactive
FUCASEly,1.2834760422596372e-18,0.1,Inactive
FUCFUC12GAL14ACGLCGALGLUSIDEte,-0.0500000000000006,0.0,Inactive
FUCFUC12GAL14ACGLCGALGLUSIDEtg,-2.369360271470872e-16,0.0500000000000004,Active
FUCFUCGALACGLCGALGLUSIDEte,-0.0499999999999999,0.0,Inactive
FUCFUCGALACGLCGALGLUSIDEtg,4.180208447280418e-17,0.0499999999999999,Inactive
FUCGAL14ACGLCGALGLUSIDEte,-0.0499999999999531,0.0,Inactive
FUCGAL14ACGLCGALGLUSIDEtg,1.1239072491711555e-16,0.0499999999999998,Inactive
FUCGALFUCGALACGLCGALGLUSIDEte,-0.0999999999999999,0.0,Inactive
FUMm,-1.4000000000000006,0.1,Active
FUMSO3tm,-0.4000000000000007,0.1,Active
FUMTSULtm,-0.2000000000000004,0.1,Active
FUT11g,0.0,0.0333333333333333,Inactive
FUT12g,0.0,0.0500000000000004,Inactive
FUT14g,0.0,0.05,Inactive
FUT17g,0.0,0.0142857142857143,Inactive
FUT18g,0.0,0.0125,Inactive
FUT33g,0.0,0.033333333333333,Inactive
FUT34g,0.0,0.0499999999999991,Inactive
FUT35g,0.0,0.0333333333333335,Inactive
FUT910g,0.0,0.0166666666666665,Inactive
FUT92g,0.0,0.0500000000000003,Inactive
FUT93g,0.0,0.0499999999999998,Inactive
FUT95g,0.0,0.025,Inactive
FUT98g,0.0,0.025,Inactive
G14T18g,0.0,0.009090909090909,Inactive
G14T19g,0.0,0.009090909090909,Inactive
G14T3g,5.093414821126282e-19,0.01,Inactive
G14T4g,0.0,0.01,Inactive
G3PD2m,0.0,0.1,Inactive
G5SADrm,-0.1000000000000003,0.1,Active
G6Pter,-0.2000000000000009,0.1,Active
GAL3ST11,0.0,0.1000000000000001,Inactive
GAL3ST12,0.0,0.1000000000000001,Inactive
GALASE11ly,2.424711237456555e-30,0.0063829787234042,Inactive
GALASE14ly,0.0,0.0063829787234042,Inactive
GALASE18ly,8.990373971909661e-18,0.025,Inactive
GALASE3ly,0.0,0.0063829787234042,Inactive
GALASE5ly,0.0,0.0063829787234042,Inactive
GALASE6ly,0.0,0.0063829787234042,Inactive
GALC,0.0,0.0999999999999999,Inactive
GALFUC12GAL14ACGLCGALGLUSIDEte,-0.0333333333333333,0.0,Inactive
GALFUCGALACGLCGAL14ACGLCGALGLUSIDEte,-0.0199999999999999,0.0,Inactive
GALFUCGALACGLCGAL14ACGLCGALGLUSIDEtg,5.002188086056867e-17,0.0199999999999998,Inactive
GALGALGALTHCRMte,2.1532472605605552e-16,0.0249999999999999,Inactive
GALGLUSIDEtg,-0.2000000000000003,0.1,Active
GALGLUSIDEtl,-0.3000000000000549,0.1,Active
GALGT1,0.0,0.0499999999999848,Inactive
GALGT4,0.0,0.0333333333333334,Inactive
GALNTg,0.0,0.1,Inactive
GALOR,-0.2999999999999942,0.1,Active
GALTg,0.0,0.0166666666666666,Inactive
GAMt1r,0.0,0.1,Inactive
GAMYe,0.0,0.1,Inactive
GAO1,0.0,0.1,Inactive
GAO2,0.0,0.1,Inactive
GAO2g,0.0,0.1,Inactive
GASNASE3ly,0.0,0.0063829787234042,Inactive
GBAl,0.0,0.1,Inactive
GCALDDm,0.0,0.1,Inactive
GCC2am,0.0,0.0999999999999995,Inactive
GCC2bim,0.0,0.1,Inactive
GCC2cm,-2.052100999045647e-17,0.1,Active
GCCbim,0.0,0.1,Inactive
GCCcm,0.0,0.1,Inactive
GCHOLAt,-1.2,0.1,Active
GCHOLAtx,0.0,0.1,Inactive
GCNTg,0.0,0.0125000000000001,Inactive
GD1B2tg,-0.0499999999999997,0.0,Inactive
GD1Ctg,-0.0499999999999999,0.0,Inactive
GDPtg,-0.1,0.0,Inactive
GGH_10FTHF5GLUe,0.0,0.1,Inactive
GGH_10FTHF5GLUl,0.0,0.025,Inactive
GGH_10FTHF6GLUe,0.0,0.1,Inactive
GGH_10FTHF6GLUl,0.0,0.02,Inactive
GGH_10FTHF7GLUe,0.0,0.1,Inactive
GGH_5DHFe,0.0,0.1,Inactive
GGH_5DHFl,0.0,0.0250000000000001,Inactive
GGH_5THFe,0.0,0.1,Inactive
GGH_6DHFe,0.0,0.1,Inactive
GGH_6THFe,0.0,0.1,Inactive
GGH_6THFl,0.0,0.02,Inactive
GGH_7DHFe,0.0,0.1,Inactive
GGH_7DHFl,0.0,0.0166666666666666,Inactive
GGH_7THFl,0.0,0.0166666666666666,Inactive
GGNG,0.0,0.0181818181818181,Inactive
GGT_L,0.0,0.0092592592592592,Inactive
GGT5r,0.0,0.0999999999999999,Inactive
GGT6,-0.3999999999999993,0.1,Active
GHMT3,0.0,0.0999999999999994,Inactive
GLACO,0.0,0.1,Inactive
GLACter,-0.099999999999992,0.0,Inactive
GLBRAN,0.0,0.0181818181818181,Inactive
GLCAASE1ly,0.0,0.0083333333333333,Inactive
GLCAASE5ly,0.0,0.0299999999999995,Inactive
GLCAE1g,0.0,0.0166666666666666,Inactive
GLCAE2g,0.0,0.0062499999999996,Inactive
GLCAT2g,0.0,0.0166666666666662,Inactive
GLCAT3g,0.0,0.0166666666666666,Inactive
GLCAT9g,0.0,0.0062499999999999,Inactive
GLCATg,0.0,0.0166666666666666,Inactive
GLCMter,0.0,0.1,Inactive
GLCNACASE1ly,0.0,0.0083333333333333,Inactive
GLCNACASE2ly,0.0,0.0083333333333333,Inactive
GLCNACASE3ly,0.0,0.0083333333333333,Inactive
GLCNACASE4ly,0.0,0.0083333333333333,Inactive
GLCNACT1g,0.0,0.0062500000000003,Inactive
GLCNACT3g,0.0,0.0062499999999999,Inactive
GLCNACT4g,0.0,0.0062499999999999,Inactive
GLCt1,-1.9571428571428573,0.1,Active
GLCt2_2,-1.957142857142857,0.1,Active
GLCtg,0.0,0.1000000000000002,Inactive
GLCURter,0.0,0.1,Inactive
GLCURtly,-0.1499999999999996,2.3219770846278916e-17,Active
GLDBRAN,0.0,0.1,Inactive
GLNLASEer,-0.1,0.0,Inactive
GLNSERNaEx,0.0,0.1,Inactive
GLNTHRNaEx,0.0,0.1,Inactive
GLNtN1,-1000.0,0.1,Active
GLU5Km,0.0,0.0999999999999999,Inactive
GLUCYS,0.0,0.1,Inactive
GLUDC,0.0,0.1,Inactive
GDHm,-0.7000000000003633,0.1,Active
GLUDym,-0.7000000000000002,0.1,Active
GluForTx,0.0,0.1,Inactive
GLUNm,0.0,0.1,Inactive
GLUt2m,-1.8414279999999992,0.1,Active
GLUt7l,0.0,0.1,Inactive
GLUTCOADHm,0.0,0.1,Inactive
GLUtr,-0.1999999999999995,-3.529899741357814e-17,Inactive
GLUVESSEC,0.0,0.1,Inactive
GLXtm,-0.1,0.1,Active
GLYATm,0.0,0.0999999999999991,Inactive
GLYBtm,0.0,0.1,Inactive
GLYC3Ptm,0.0,0.1,Inactive
GLYCLTDy,0.0,0.1,Inactive
GLYCtm,0.0,0.1,Inactive
GLYCTO1p,0.0,0.1,Inactive
GLYKm,0.0,0.1000000000000002,Inactive
GLYOXm,0.0,0.0999999999999999,Inactive
GLYtp,-0.2,0.1,Active
GP1CALPHAte,0.0,0.0333333333333333,Inactive
GP1Cte,0.0,0.0333333333333333,Inactive
GP1Ctg,-0.0333333333333333,-4.3017704855011366e-17,Inactive
GPIAT,0.0,0.0333333333333333,Inactive
GPIMTer_U,0.0,0.0333333333333333,Inactive
GQ1BALPHAtg,-0.0499999999999999,0.0,Inactive
GQ1Bte,-0.1,0.1,Active
GRTTx,0.0,0.0666666666666666,Inactive
GSNt,-0.4000000000000037,0.1,Active
GSNt4,0.0,0.1,Inactive
GSNtl,0.0,0.1,Inactive
GTHOr,0.0,0.1,Inactive
GTHPe,0.0,0.1,Inactive
GTHRDt,0.0,0.1,Inactive
GTHRDtr,0.0,0.1,Inactive
GTMLTe,0.0,0.1,Inactive
GUACYC,0.0,0.1,Inactive
GUAD,0.0,0.1,Inactive
H2ETer,0.0,0.0333333333333333,Inactive
H2MTer_U,0.0,0.0333333333333333,Inactive
H2O2tly,-0.05,0.1,Active
H2O2tn,-0.0499999999999999,0.0,Inactive
H2O2tp,-0.4,0.1,Active
H2Otly,-0.2000000000000003,0.1,Active
H2Otm,-3.847310356560284,0.1,Active
H2Otn,-0.8886683866666669,0.1,Active
H2Otp,-1.2964285714285717,0.1,Active
H3ETer,0.0,0.0333333333333333,Inactive
H5MTer_U,0.0,0.0333333333333333,Inactive
H6_ET2er,0.0,0.033333333333335,Inactive
H6_ETer,0.0,0.0333333333333333,Inactive
H6MTer_U,0.0,0.025,Inactive
H7_ETer,0.0,0.0333333333333331,Inactive
H7MTer_U,0.0,0.025,Inactive
H7_TAer,0.0,0.0333333333333334,Inactive
H8TAer,0.0,0.0333333333333333,Inactive
HACD1m,-0.3833333333333333,0.0999999999999999,Active
HAS2,0.0,0.1,Inactive
HDCAter,0.0,0.1,Inactive
HDCEAt,-0.5,0.1,Active
HEX10,0.0,0.1000000000000002,Inactive
HEXCCOAtx,0.0,0.1,Inactive
HGNTOR,0.0,0.1,Inactive
HIBDm,-0.1,0.1,Active
HISTASE,0.0,0.0999999999999999,Inactive
HISTAtu,-0.2,0.1,Active
HIStiDF,0.0,0.1,Inactive
HIStN1,-8.700000000000008,0.1,Active
HKt,0.0,0.1,Inactive
HKYNH,0.0,0.1,Inactive
HMGCOAS,-0.1999999999999999,0.1,Active
HOXG,0.0,0.1,Inactive
HPCLx_1,0.0,0.1000000000000001,Inactive
HPDCACRNt,-1000.0,0.1,Active
HPDCAt,-0.0999999999999999,0.1,Active
HPYRDC,0.0,0.1,Inactive
HPYRRy,0.0,0.1,Inactive
HRETNtn,0.0,0.1,Inactive
HS1ly,0.0,0.0083333333333333,Inactive
HS3ly,0.0,0.0083333333333333,Inactive
HS4ly,0.0,0.0083333333333333,Inactive
HSAT1ly,0.0,0.0083333333333333,Inactive
HSAT4ly,0.0,0.0083333333333333,Inactive
HSD11B1r,-0.2,0.1,Active
HSD11B2r,-0.1999999999999999,0.1,Active
HSD17B1,-0.1999999999999992,0.1,Active
HSD17B2r,0.0,0.1,Inactive
HSD3A2r,-0.1999999999999992,0.1,Active
HSD3B11r,0.0,0.1,Inactive
HSD3B13r,0.0,0.1,Inactive
HSD3B2r,0.0,0.1,Inactive
HSPGtly,0.0,0.0083333333333333,Inactive
Htg,-0.2,0.1,Active
