,ids,growth,status
455,{'29988.1'},0.10099999998857703,optimal
456,{'539.1'},0.10099999998857703,optimal
457,{'178.6'},0.10099999998857703,optimal
458,{'9061.1'},0.10099999998857703,optimal
459,{'9415.1'},0.10099999998857703,optimal
460,{'5138.1'},0.10099999998857703,optimal
461,{'57026.1'},0.10099999998857703,optimal
462,{'80201.1'},0.10099999998857681,optimal
463,{'7263.1'},0.10099999998857681,optimal
464,{'1809.1'},0.10099999998857681,optimal
465,{'6517.1'},0.10099999998857681,optimal
466,{'100137049.1'},0.10099999998857681,optimal
467,{'8802.1'},0.10099999998857681,optimal
468,{'760.1'},0.10099999998857681,optimal
469,{'5298.1'},0.10099999998857681,optimal
470,{'39.1'},0.10099999998860215,optimal
471,{'51809.1'},0.10099999998857459,optimal
472,{'6578.1'},0.10099999998857459,optimal
473,{'6519.1'},0.10099999998857459,optimal
474,{'1347.1'},0.10099999998857692,optimal
475,{'5161.1'},0.10099999998857712,optimal
476,{'953.1'},0.10099999998857712,optimal
477,{'29929.1'},0.10099999998857712,optimal
478,{'23169.1'},0.10099999998857712,optimal
479,{'56954.1'},0.10099999998857712,optimal
480,{'19.1'},0.10099999998857961,optimal
481,{'2982.1'},0.10099999998857961,optimal
482,{'3636.1'},0.10099999998857961,optimal
483,{'23396.1'},0.10099999998857961,optimal
484,{'5295.1'},0.10099999998857961,optimal
485,{'10164.1'},0.10099999998857961,optimal
486,{'275.1'},0.10099999998857395,optimal
487,{'132.2'},0.10099999998857628,optimal
488,{'93492.1'},0.10099999998857628,optimal
489,{'1666.1'},0.10099999998857628,optimal
490,{'144193.1'},,infeasible
491,{'6548.1'},0.10099999998857628,optimal
492,{'28231.1'},0.10099999998857628,optimal
493,{'4707.1'},0.10099999998857628,optimal
494,{'272.1'},0.10099999998857628,optimal
495,{'7167.1'},0.10099999998857628,optimal
496,{'9197.1'},0.10099999998857628,optimal
497,{'4709.1'},0.10099999998857628,optimal
498,{'115019.2'},0.10099999998857628,optimal
499,{'5152.18'},0.10099999998857628,optimal
500,{'9377.1'},0.10099999998857628,optimal
501,{'9380.1'},0.10099999998857628,optimal
502,{'124637.1'},0.10099999998857628,optimal
503,{'1622.1'},0.10099999998857628,optimal
504,{'92086.1'},0.10099999998857628,optimal
505,{'2720.1'},0.10099999998857628,optimal
506,{'51179.1'},0.10099999998857628,optimal
507,{'669.2'},0.10099999998857628,optimal
508,{'6508.1'},0.10099999998857628,optimal
509,{'5959.1'},0.10099999998857628,optimal
510,{'2629.4'},0.10099999998857628,optimal
511,{'57665.1'},0.10099999998857628,optimal
512,{'54716.1'},0.10099999998857628,optimal
513,{'9517.1'},,infeasible
514,{'6484.1'},0.10099999998857717,optimal
515,{'1375.3'},0.10099999998857628,optimal
516,{'2645.2'},0.10099999998857628,optimal
517,{'2348.2'},0.10099999998857628,optimal
518,{'51205.1'},0.10099999998857628,optimal
519,{'1608.1'},0.10099999998857628,optimal
520,{'2739.1'},0.10099999998857628,optimal
