Gene_ID,Mesenchymal,Epithelial
2224_AT1,11.84428518,11.61710608
23478_AT1,11.76531714,11.98306273
4698_AT1,11.01136586,10.77082316
2026_AT1,9.188889294,9.780684991
6342_AT1,9.406896533,9.492859748
9380_AT1,10.16670604,9.981685081
2878_AT1,3.276952899,5.648485077
26227_AT1,11.94913109,9.125841053
4259_AT1,11.11393492,9.788732773
2937_AT1,11.01953162,10.63708422
217_AT1,9.844008353,3.495515772
1809_AT1,7.15744777,-1.169916698
847_AT1,9.448819522,10.05375296
9791_AT1,11.46285026,11.30129523
1340_AT1,12.29832558,12.20706493
6888_AT1,11.71186937,11.14871153
1728_AT1,3.902722663,9.894552522
6240_AT1,7.395917545,6.388532817
5834_AT1,5.495638845,6.718587982
3420_AT1,11.07426329,10.27077417
6723_AT1,10.2663008,9.168021149
9296_AT1,10.93421477,10.82247337
2992_AT1,8.972390258,9.426903835
6652_AT1,8.341859674,7.75653503
27089_AT1,12.16533491,12.02919545
1635_AT1,8.044816209,5.87482141
2720_AT1,7.93507152,8.652595186
4830_AT1,11.58648704,11.30191299
1347_AT1,12.54016907,12.16012722
3636_AT1,8.242969409,9.300825681
4942_AT1,11.75549179,9.976539483
223_AT1,10.86675262,10.19024137
8733_AT1,8.730257528,8.763608162
10935_AT2,11.94730592,10.90778563
2181_AT2,9.895548779,9.22286842
2997_AT1,8.867486656,9.171529792
4860_AT1,10.45276861,9.742548819
955_AT1,8.086266143,7.945938016
4722_AT1,10.89824319,11.09306731
1345_AT1,12.49158497,13.16725628
4725_AT1,12.69030529,12.25243809
10797_AT1,11.51327968,11.10951328
3073_AT1,8.10094814,8.642283905
1717_AT1,8.219442433,9.150034819
3930_AT1,12.59981537,11.19834625
2030_AT1,5.62063326,4.442354204
1155_AT1,10.55192918,10.33485678
2683_AT1,8.3536154,7.307708891
6241_AT1,12.4933377,12.1821835
3615_AT1,11.79831701,11.13286105
10327_AT2,10.93067896,10.86444794
7384_AT1,6.31243601,6.073120053
80347_AT1,9.966719352,9.536269344
6574_AT1,11.91972735,10.91029244
2108_AT1,10.92335974,10.57364881
3074_AT1,9.771434634,10.14746883
2180_AT1,8.966137938,8.189568898
4720_AT1,10.98986319,10.56389696
5236_AT1,10.53206643,6.764496578
523_AT1,3.92557148,4.885832508
2131_AT1,8.731106701,7.649142168
4700_AT1,9.192566455,9.042683235
10449_AT1,-3.06367618,3.214240232
6391_AT1,10.65628136,10.2433797
2132_AT2,7.084819763,6.402976698
230_AT1,7.702160071,7.254599322
30_AT1,7.675329094,8.523132591
6392_AT1,11.11734803,10.59640417
6611_AT1,11.81140711,11.63095296
224_AT1,10.02266835,9.979613502
3419_AT1,9.164880552,9.068228731
4706_AT1,11.37486698,11.5102265
10975_AT1,12.44196514,11.84320847
5184_AT1,9.564881293,8.872512606
1349_AT1,13.07755636,12.83402105
6522_AT1,9.65872186,9.553133735
8574_AT1,9.340867617,9.008368011
158_AT2,11.52754681,10.35399222
5831_AT2,10.06658107,9.171338432
79586_AT1,5.42027744,6.467103899
8897_AT1,8.728998365,9.280204897
645_AT1,8.199816183,9.732932748
9415_AT1,6.025181914,5.312583439
6535_AT1,8.63139088,7.382881162
3703_AT1,8.8189204,7.338407633
7388_AT1,13.00749291,12.30589376
4837_AT1,4.80381082,2.316599414
4047_AT1,9.628229265,11.14344803
3028_AT1,10.91286189,10.68547015
4694_AT1,11.87783776,11.98821978
4522_AT1,12.03496783,11.65360703
1595_AT1,12.18926975,12.0915035
9453_AT1,8.671072809,7.349650506
10919_AT1,8.837529083,8.6736699
593_AT1,7.743589201,8.764576937
1329_AT1,10.36791551,10.71813348
2171_AT1,9.815643071,8.336801416
35_AT1,6.320170054,6.698261335
10007_AT1,9.258800011,8.20455937
23761_AT1,8.311579369,8.99332207
4905_AT1,10.35768251,10.58231579
2182_AT2,9.593687337,6.162571543
25874_AT1,10.54862226,10.16262287
1622_AT1,12.11116884,12.96485658
1545_AT1,3.329711968,3.362410097
3423_AT1,4.073536073,5.189114736
1666_AT1,1.171428483,11.43255553
9663_AT1,4.588870818,4.76315279
5209_AT1,11.9173976,12.08934641
3421_AT2,8.95716268,10.34570802
4351_AT1,9.514829717,7.405617851
9249_AT1,7.426184631,8.343203499
6515_AT1,6.592932482,-3.775634605
34_AT1,10.69462,8.946278665
1719_AT1,10.86580341,9.737228879
3156_AT1,9.214809858,8.885910666
203_AT1,8.030705196,8.330250868
2990_AT1,10.73454416,10.6940193
3340_AT1,8.100147201,8.780322791
1503_AT1,11.03846254,9.334648665
6390_AT1,9.461590469,8.473329118
4864_AT1,9.14926104,8.882091994
8446_AT1,9.689921325,10.19054314
7372_AT1,9.001994988,9.040679198
548596_AT1,11.0974689,10.20257693
1159_AT1,11.0974689,10.20257693
790_AT1,8.979576382,8.178744294
2673_AT1,6.742654053,7.427679375
10682_AT1,12.31316782,12.37712472
95_AT1,8.019682177,7.538063741
8503_AT1,9.325520776,10.10479914
6575_AT1,6.265012579,6.364075967
23428_AT1,5.723620697,2.940852639
53_AT1,7.270703981,8.273363892
3155_AT1,7.242881165,7.762861671
5019_AT1,-7.181680521,8.322576322
23530_AT1,9.42704834,8.723146562
5335_AT1,9.628161048,10.2075048
3628_AT1,6.681117129,4.688381314
22908_AT1,11.56950151,10.05991534
4363_AT1,11.26885641,11.20612595
11000_AT1,8.458860599,7.758992862
2548_AT1,4.685543085,6.260094599
291_AT1,9.102894605,7.666582859
2542_AT1,9.79908395,9.928691382
2877_AT1,0.345932009,8.639676662
2517_AT1,9.099673801,9.399244053
4713_AT1,9.669044678,9.67358529
10928_AT1,8.011317082,9.559254108
5279_AT1,9.667050867,10.19512733
5106_AT1,10.18344997,10.59332827
3251_AT1,11.66840477,10.78654328
9123_AT1,3.265587397,3.534289202
2184_AT1,8.614407492,7.772353794
528_AT2,8.219911916,9.87777248
290_AT1,-5.094897961,1.654037332
9917_AT1,7.378511668,7.417950502
8803_AT1,11.01486815,10.72915706
3099_AT1,11.28857318,10.67676567
4729_AT1,10.8591548,10.68358393
2109_AT2,9.650140626,10.15693374
2356_AT1,6.315887827,7.784676314
641371_AT1,7.790112024,7.778479393
10965_AT1,7.790112024,7.778479393
5836_AT1,10.09914804,8.892993265
10948_AT1,6.555535501,6.462539566
4017_AT1,3.12285255,3.444070346
3612_AT1,11.12562965,9.433920741
4597_AT1,5.231666985,5.901919384
2271_AT1,4.662709138,4.279599172
4719_AT1,9.779631143,10.29586133
3145_AT1,9.544319174,9.823932034
22856_AT1,10.93271207,10.75594579
9060_AT1,5.226743022,5.904665152
8050_AT1,10.50479285,10.20247159
2235_AT2,8.090605337,7.316168295
4891_AT1,6.95288358,6.477102006
3613_AT1,8.024397216,8.82640158
9517_AT1,7.515547524,8.758319473
9869_AT1,9.27300541,9.827732205
2744_AT1,7.584405829,6.543416121
2592_AT3,7.526216945,6.603707412
220_AT1,4.067867004,8.610609786
11041_AT1,10.38880325,8.488051558
4728_AT1,8.930775759,8.640776132
10058_AT1,6.899725526,7.42318572
5373_AT1,8.663600563,9.540123459
8898_AT1,11.20032415,9.727253356
8869_AT1,7.66344478,9.42598903
353_AT1,10.6399369,10.94991776
55312_AT1,10.08906468,8.82995241
5050_AT1,9.700462244,9.748109161
7378_AT1,6.912187639,4.370760687
23262_AT1,9.259297366,8.92541473
2632_AT1,10.03420862,9.958342401
9653_AT1,6.987797658,7.459507635
477_AT1,1.195259783,-1.135570564
1633_AT1,9.796832618,9.660265483
10559_AT1,9.14234216,9.892029866
5264_AT1,9.717214246,10.40246563
8604_AT1,9.281319349,7.894440174
7358_AT1,10.53727449,12.56338273
4709_AT1,11.42277969,11.08826917
2591_AT1,7.878615503,9.434211038
5634_AT1,11.81215123,11.11260099
9757_AT1,6.44336961,6.394516859
5947_AT1,6.46567202,5.143700131
26229_AT1,8.716347207,8.716568253
6303_AT1,11.60213673,9.583523337
6697_AT1,7.994864529,9.788946618
5372_AT1,7.766557724,7.78604546
11309_AT1,-2.158147527,-1.203323544
4717_AT1,10.18299597,10.46872293
2639_AT2,7.951645205,7.443443602
669_AT1,9.302734403,7.083604247
10654_AT1,8.994293763,9.54312802
4357_AT1,7.1615077,6.736712964
4023_AT1,1.969223579,0.293131937
5092_AT2,8.348309813,8.222850211
26_AT1,1.964821143,1.99958384
8836_AT1,10.44263259,9.860966466
178_AT5,10.27511219,9.081392184
587_AT1,8.171137074,8.800496178
9057_AT1,8.076753164,7.897892409
4726_AT1,11.69543236,11.06498674
22876_AT1,8.981445085,8.221307618
7915_AT1,9.42454982,8.949861774
4712_AT2,10.36068358,9.898482013
6817_AT3,9.426572425,9.966803001
6818_AT2,9.426572425,9.966803001
6799_AT1,9.426572425,9.966803001
4711_AT1,10.95853777,11.05097474
1374_AT1,6.809271007,10.20044121
5320_AT1,3.776748179,4.89137741
9896_AT1,9.004844949,9.093146684
788_AT1,8.438551739,7.275739088
9377_AT1,12.93181287,12.18010154
3162_AT1,7.342640954,5.906166748
8694_AT1,6.721321375,5.766775691
2799_AT1,4.2284273,4.601381672
3712_AT1,7.344935561,6.956237633
1734_AT1,-3.248355929,4.61234513
5142_AT1,4.238418211,-8.051146114
26275_AT1,8.516890789,8.480068057
8659_AT2,7.02188326,8.750403465
360_AT1,0.291676023,7.144011321
6484_AT1,6.374438737,8.590346089
412_AT1,5.923176691,6.790855829
644_AT1,6.793250102,7.231199799
4548_AT1,10.62242449,8.522161284
10165_AT1,10.04456026,9.614640866
4126_AT1,7.919933432,9.177216669
1716_AT3,8.744113868,8.870691386
5293_AT1,6.153327761,7.000604761
5332_AT2,7.242046758,7.461724573
9843_AT1,1.150725115,1.713514231
3248_AT1,3.298950862,6.703364078
9435_AT1,5.520359499,-5.958630394
2730_AT1,7.86604801,7.432217006
384_AT1,9.871051962,10.91341581
4353_AT1,4.528046233,4.416197301
771_AT1,5.282735581,9.837516961
1593_AT1,5.124359969,4.399879239
2167_AT1,-2.816692617,-0.62170546
4129_AT1,4.054606583,4.14629857
23475_AT1,7.837535527,6.751645153
5330_AT1,2.907060156,2.862261466
5728_AT1,8.965983092,9.753366451
4598_AT1,7.510270552,7.747529218
4199_AT1,9.860691912,8.224919013
8884_AT1,9.883593308,10.10852466
5147_AT1,9.774411157,10.11063924
132_AT2,10.41154291,10.8938238
10568_AT1,1.176160689,0.596643148
3291_AT1,3.511401189,5.309804949
5138_AT1,2.077991786,3.95202005
1036_AT1,2.10346616,3.349482142
10312_AT2,5.957835579,8.359773466
3614_AT2,9.79590279,10.043066
1371_AT1,10.00812574,8.701320196
2766_AT1,3.891575768,4.227546396
1120_AT2,8.298061752,8.635471861
5130_AT1,5.933262408,6.101567145
10005_AT2,3.915681532,4.837577016
2643_AT1,10.06965863,10.38942091
7084_AT1,6.5189203,5.431017459
57030_AT1,-0.911432613,3.703711507
1119_AT1,7.078247416,7.602191123
8310_AT1,6.444111281,8.0986754
11102_AT1,9.950775589,9.145638766
79071_AT1,11.02332386,11.03801463
3995_AT1,5.840189321,7.805570552
1376_AT1,5.949933382,6.013477037
4329_AT1,2.973511834,4.309442434
6448_AT1,6.033243566,6.668903894
275_AT1,6.159005625,5.093886045
1583_AT1,-7.311629673,-3.795514839
4882_AT2,2.853743507,5.87531354
482_AT1,2.262880119,3.310374645
175_AT1,7.985740144,8.179114703
21_AT1,7.877266028,8.859933276
205_AT1,7.180507977,5.372223284
4669_AT1,6.223646479,6.378063935
6578_AT1,3.624115013,2.46644826
5290_AT1,5.563160894,7.34279498
2584_AT1,4.754033454,6.487738669
8942_AT1,-0.747970141,10.10889665
4128_AT1,5.771138675,6.062882207
8501_AT1,7.10918068,3.483697457
6558_AT1,7.028447636,9.159613673
2581_AT1,7.07507534,10.24157099
2944_AT1,8.357994284,8.047680619
2946_AT1,8.357994284,8.047680619
3931_AT1,3.340189843,1.041038389
6518_AT1,2.905226243,1.366877982
2348_AT2,2.267630596,3.381613271
410_AT1,4.414017748,3.862668454
240_AT1,1.949271549,1.502212905
6567_AT1,10.00979341,8.456166471
5091_AT1,4.158707872,6.318794957
2027_AT1,7.140618981,6.627289494
5287_AT1,8.817162835,10.77597432
115_AT1,9.383067745,10.22489773
3283_AT1,2.653500596,3.804546505
54577_AT1,1.821166386,5.136283864
54576_AT1,1.821166386,5.136283864
54659_AT1,1.821166386,5.136283864
54579_AT1,1.821166386,5.136283864
54575_AT1,1.821166386,5.136283864
54658_AT1,1.821166386,5.136283864
54578_AT1,1.821166386,5.136283864
54657_AT1,1.821166386,5.136283864
54600_AT1,1.821166386,5.136283864
10610_AT1,5.995369128,11.04776284
3631_AT1,8.812498462,7.99314989
55856_AT1,10.70872934,10.42568876
1346_AT1,2.214919767,-2.678746226
54677_AT1,8.123868203,8.486707926
9016_AT1,10.0536394,10.13727305
9056_AT1,4.550527528,4.709946233
3158_AT1,-6.696129241,4.453618634
435_AT1,5.162350666,6.762786578
3422_AT1,10.77645124,10.70399129
54_AT1,2.682522176,3.122209604
100_AT1,9.455454918,7.993638677
4881_AT1,3.183646379,3.483988831
10873_AT1,1.188459217,7.691807853
250_AT1,3.732011317,4.494114852
6715_AT1,9.10636038,10.25574087
491_AT1,-5.370998512,1.654211214
8398_AT1,6.555021483,5.650839001
229_AT1,3.830830349,2.42789784
56623_AT1,8.704122409,7.940579429
5141_AT1,7.937995566,6.514297318
5498_AT1,8.394154404,8.086344349
1158_AT1,2.66404441,2.218859794
3294_AT1,-1.690156547,-3.352260697
2350_AT1,-1.722903979,-3.554599913
2731_AT1,7.26514026,0.229748872
10331_AT1,1.422348238,6.096617021
1890_AT1,2.972097265,3.089950014
4832_AT1,6.931745005,6.3687504
761_AT1,3.546922324,-3.025182097
2762_AT1,5.376180147,4.178330236
7357_AT1,5.726735799,7.59568078
8639_AT1,6.833619196,4.373131881
1373_AT1,11.18324471,7.986806195
222_AT1,0.551709896,1.585146137
4507_AT1,8.782389992,-4.706611936
3029_AT1,9.175306878,8.71284637
2173_AT1,2.570539903,2.456007224
10020_AT1,7.525610816,6.209802608
1080_AT1,-1.00028037,-2.097068912
440_AT2,11.80101668,10.14083887
5723_AT1,10.29594901,9.938455401
549_AT1,8.511034705,7.191332661
3425_AT1,3.158412575,4.131066152
5167_AT1,3.359127364,-1.742835097
1573_AT1,5.732796634,6.164779039
6584_AT1,10.95877011,11.42424199
5281_AT1,11.15703404,10.95773436
316_AT1,-4.076489685,4.696172202
535_AT1,3.595276859,1.907280962
1836_AT1,6.138092823,3.392229865
9945_AT1,7.704508944,5.78086499
5333_AT1,2.867561515,5.521180118
5742_AT1,1.538647839,1.551963841
10090_AT1,6.092519966,5.287231234
8790_AT1,8.740398408,7.023918928
215_AT1,3.268446062,5.670199501
6529_AT1,-4.66061085,-1.973934539
23464_AT1,7.645796345,6.311724506
3795_AT2,5.830476941,7.423855786
768_AT1,-1.631615473,2.421351493
10840_AT1,7.600075546,7.560053828
2585_AT2,6.099134781,6.537479603
3081_AT1,3.203893667,2.883190303
1962_AT1,7.765048603,6.620507368
