Genes,Sensitive,Resistant
CAPN1,124.8,116.6
SLC22A20P,1.878333333,0.835233333
POLA2,27.54,14.62666667
LOC105369344,0.590333333,0.758833333
CDC42EP2,21.69666667,17.36333333
DPF2,24.00666667,26.25
TIGD3,0.381333333,0.413833333
SLC25A45,1.564,2.905666667
FRMD8,22.02333333,25.77
NEAT1,21.07,56.28
MIR612,13.31666667,53.47333333
FAUP4,10.23733333,16.41666667
LINC02736,0.074933333,0.093283333
MALAT1,32.17333333,87.80666667
TALAM1,33.72333333,91.6
MASCRNA,17.27,40.49333333
SCYL1,74.14,72.51333333
LTBP3,26.96,37.28666667
ZNRD2-DT,1.593666667,1.597
ZNRD2,77.33333333,57.23333333
FAM89B,31.92,53.87
EHBP1L1,20.59,13.44333333
KCNK7,0.324966667,0.211166667
MAP3K11,35.37333333,38.81
PCNX3,25.19,24.58
MIR4690,11.71033333,8.598666667
SIPA1,20.51666667,25.43
MIR4489,1.737666667,2.465666667
RELA,68.86333333,87.39
RELA-DT,1.260666667,1.905666667
KAT5,19.62,19.14
RNASEH2C,38.73333333,38.42333333
AP5B1,12.63333333,10.29933333
OVOL1,2.465666667,0.034461667
SNX32,73.11333333,56.75
CFL1,1194.666667,922.5
MUS81,26.83,29.34666667
EFEMP2,2.494,4.780666667
CTSW,0.452,0.2666
FIBP,85.01,75.71
CCDC85B,222.3666667,229.1666667
FOSL1,285.8333333,33.93666667
C11orf68,80.83666667,61.63
DRAP1,310.5,133.3666667
TSGA10IP,0.007043333,0.027206667
SART1,64.06,41.23666667
EIF1AD,23.8,19.81666667
BANF1,171.6333333,131.7
CST6,27.43666667,19.73
CATSPER1,1.298333333,1.0849
GAL3ST3,0.070866667,0.234233333
SF3B2,231.8666667,179.8666667
SNORD13F,1.2636,1.3822
PACS1,34.76,47.59333333
LOC105369354,0.063076667,0.0177
KLC2,29.02666667,24.85666667
KLC2-AS1,21.16666667,19.35666667
KLC2-AS2,0.739933333,0.6142
RAB1B,160.7666667,177.7333333
LOC107984340,115.4,128.4
CNIH2,0.997333333,0.890833333
YIF1A,130.5333333,160.2666667
TMEM151A,0.049683333,0.1559
CD248,0.041676667,0.075426667
RIN1,19.18666667,11.83
BRMS1,85.82333333,56.11
B4GAT1,16.1,21.99333333
B4GAT1-DT,7.124666667,10.18033333
TRS-GCT3-1,0.656933333,1.671433333
SLC29A2,8.91,12.48333333
MRPL11,181.1333333,121.4
PELI3,20.51,16.36333333
DPP3-DT,20.46,27.57666667
DPP3,185.3666667,169.8
BBS1,31.94666667,52.29666667
ZDHHC24,18.70333333,23.51333333
ACTN3,0.09844,0.126723333
CTSF,36.72666667,120.8766667
CCDC87,1.0727,0.851966667
CCS,88.66333333,120.7833333
RBM14-RBM4,61.07333333,57.71333333
RBM14,48.39333333,28.12
RBM4,42.95,56.71333333
RBM4B,25.01333333,31
SPTBN2,7.56,13.95333333
TOP6BL,28.99666667,24.86
RCE1,77.72333333,54.16333333
PC,30.46,26.64333333
LRFN4,103.8766667,72.38333333
C11orf86,19.75333333,3.513666667
SYT12,16.34333333,4.74
RHOD,42.16666667,26.65
LOC107984341,2.331666667,2.222
KDM2A,123.2666667,125.7666667
GRK2,112.6,74.46
ANKRD13D,37.23666667,29.32666667
SSH3,71.94333333,76.28666667
LOC100130987,14.52666667,16.35666667
POLD4,137.4066667,110.87
CLCF1,67.79333333,41.60666667
RAD9A,60.20333333,40.45
PPP1CA,637.0333333,454.5666667
TBC1D10C,1.892333333,3.182333333
CARNS1,1.501333333,1.950333333
RPS6KB2,167.2333333,138.7666667
CORO1B,100.6566667,99.48
PTPRCAP,3.306666667,1.165066667
GPR152,0.663233333,0.714233333
CABP4,2.727333333,3.094333333
TMEM134,18.86,18.44666667
AIP,116.5,132.5
MIR6752,9.116333333,10.156
PITPNM1,78.34333333,66.26666667
CDK2AP2,207.5,160.2666667
GSTP1,1870.666667,1922.333333
NDUFV1-DT,0.081,0.212733333
NDUFV1,607.8,661.9333333
DOC2GP,6.600333333,2.205666667
NUDT8,30.48333333,11.90666667
TBX10,0.294933333,0.181253333
ACY3,1.219333333,0.6635
ALDH3B2,9.004,0.156133333
FAM86C2P,5.935,6.181333333
LOC112268076,0.227533333,0.106883333
UNC93B1,65.16,55.14
ALDH3B1,121.7133333,110.6
NDUFS8,354.2333333,300.8
MIR7113,35.55333333,23.68666667
MIR4691,36.13,23.77333333
TCIRG1,45.48666667,40.88333333
MIR6753,13.91,7.833333333
CHKA,17.16,14.63333333
CHKA-DT,0.305533333,0.636
KMT5B,15.85,19.56666667
C11orf24,102.27,90.79
LOC105369363,0.542,1.113733333
LRP5,53.21,90.01666667
PPP6R3,48.38666667,42.18333333
TESMIN,13.7,10.19033333
CPT1A,19.87,3.440333333
LINC02701,0.3813,0.11541
MRPL21,125.1333333,86.82
IGHMBP2,14.16333333,11.70333333
MRGPRD,0.131333333,0.353833333
MRGPRF,0.031986667,0.081103333
TPCN2,10.39933333,12.49
MIR3164,6.088333333,4.622333333
LOC338694,0.037166667,0.334
SMIM38,0.8706,2.807666667
LOC105369366,0.127666667,0.182133333
LOC105369367,0.089003333,0.148233333
MYEOV,28.14,0.211366667
LOC105369370,4.443666667,0.063776667
CCND1,157.6,21.9
LTO1,30.23333333,24.04333333
FGF19,0.308366667,0.873733333
FGF3,0.034413333,0.044983333
LOC107984368,1.6213,1.732
ANO1,0.040833333,0.00675
FADD,88.40666667,72.26333333
PPFIA1,40.67333333,46.82333333
LOC107984346,0.0937,0.089073333
LOC105369373,15.37333333,18.26333333
CTTN,203.2666667,230.4666667
SHANK2,2.391666667,1.0168
SHANK2-AS1,0.056133333,0.007913333
DHCR7,59.75,51.54
NADSYN1,35.3,54.57333333
MIR6754,0.5513,0.779566667
KRTAP5-7,0.038163333,0.121103333
KRTAP5-8,0.045186667,0.073036667
KRTAP5-9,0.211733333,0.875433333
KRTAP5-10,0.092406667,0.4174
FAM86C1P,9.891,7.639666667
ALG1L9P,0.768933333,0.779333333
ZNF705EP,0.208333333,0.089113333
XNDC1N,3.157333333,2.781333333
DEFB131B,1.679,2.496
RNF121,15.57,19.77666667
IL18BP,4.184,4.268666667
NUMA1,54.74,81.01666667
LOC100128494,28.23,42.55666667
LRTOMT,9.21,8.065333333
LAMTOR1,161.2,158.7666667
ANAPC15,15.65666667,12.04766667
FOLR1,0.264006667,3.844
INPPL1,63.66333333,116.9666667
PHOX2A,0.137936667,0.1504
CLPB,13.63666667,11.97466667
LOC112268077,0.02519,0.041143333
LINC01537,0.190633333,0.028203333
PDE2A,5.582333333,3.628666667
PDE2A-AS2,0.4383,0.337733333
PDE2A-AS1,0.028043333,0.0583
ARAP1,31.67,47.23666667
ARAP1-AS2,4.008666667,5.604
STARD10,15.35333333,15.88333333
LOC107984421,1.360366667,0.922666667
ATG16L2,4.001333333,6.369666667
FCHSD2,8.837666667,8.397
P2RY2,6.76,1.1788
LOC105369382,0.487433333,0.014123333
P2RY6,2.691,1.568766667
ARHGEF17,9.755666667,25.07
ARHGEF17-AS1,2.207666667,5.889666667
RELT,11.76666667,9.083333333
FAM168A,21.19,38.00666667
PLEKHB1,2.154666667,8.524333333
RAB6A,64.04666667,92.77333333
MRPL48,23.78,21.40666667
COA4,29.46666667,26.73333333
PAAF1,4.972,5.722333333
DNAJB13,0.252033333,0.420766667
UCP2,39.66,39.65666667
UCP3,0.439566667,0.321566667
C2CD3,10.837,11.67666667
PPME1,52.34666667,57.39666667
LOC105369383,0.3326,0.2406
P4HA3,2.427666667,2.554333333
P4HA3-AS1,0.10891,0.119693333
PGM2L1,22.54666667,27.13
KCNE3,0.042343333,0.42785
LIPT2,1.721666667,1.984666667
LIPT2-AS1,2.399,3.227666667
POLD3,19.75,10.43233333
CHRDL2,0.058333333,0.177666667
RNF169,7.515333333,11.09
XRRA1,4.398,7.261
SPCS2,39.86333333,48.03666667
NEU3,14.18333333,16.18333333
OR2AT4,0.012483333,0.029153333
SLCO2B1,0.0041,0.09656
TPBGL,0.068033333,0.139026667
ARRB1,11.8,21.76666667
RPS3,886.8,1186.333333
SNORD15A,2.9,5.951333333
SNORD15B,6.388666667,3.686333333
KLHL35,11.84,10.52566667
GDPD5,10.49866667,12.73333333
LOC105369389,0.029863333,0.030946667
SERPINH1,354.7,773.4
LOC105369391,0.384333333,0.6557
MAP6,0.303433333,0.755866667
DGAT2,10.28366667,18.56
UVRAG-DT,0.498966667,0.786933333
UVRAG,4.726666667,5.819
WNT11,0.097166667,0.109683333
LOC112268079,0,0.050703333
THAP12,41.22666667,40.57333333
GVQW3,1.1481,1.722
EMSY,12.35666667,13.95
LINC02757,0.042983333,0.00429
LRRC32,0.116103333,0.09428
TSKU,33.39,24.03
TSKU-AS1,1.3293,0.8324
ACER3,6.331,7.131666667
B3GNT6,0.467766667,0.007013333
CAPN5,18.78333333,44.67666667
OMP,0.771233333,0.6555
MYO7A,1.899,3.401333333
GDPD4,0.04257,0.07534
PAK1,40.60333333,32.95333333
LINC03030,0.14698,0.17142
AQP11,3.338,4.332
CLNS1A,68.89333333,84.70333333
LOC107984369,0.147033333,0.070216667
RSF1,11.35333333,18.59666667
AAMDC,6.125,14.52666667
INTS4,11.57,11.32333333
NDUFC2-KCTD14,34.33,32.46
KCTD14,14.71333333,13.67333333
THRSP,0.10814,0.175533333
NDUFC2,24.73333333,28.24333333
ALG8,51.41333333,47.10333333
KCTD21-AS1,3.78,5.769333333
KCTD21,2.973666667,4.265666667
USP35,3.074333333,4.368
GAB2,1.456,4.338333333
LINC02728,0.218666667,0.425433333
NARS2,17.07333333,17.73
LOC105369403,0.205133333,0.302966667
LOC101928896,0.10073,0.072116667
TENM4,0.001143333,0.010673667
LINC02734,0.014576667,0.137983333
PRCP,44.28666667,85.13666667
DDIAS,30.39666667,12.29833333
RAB30,3.454666667,9.63
RAB30-DT,15.42333333,17.92333333
PCF11,17.79333333,15.20333333
ANKRD42-DT,10.876,12.79666667
PCF11-AS1,1.175266667,1.772666667
ANKRD42,5.718,7.298
CCDC90B,15.64666667,23.19333333
DLG2,0.10482,0.167766667
LOC107984425,0,0.010117667
TMEM126B,35.28,32.51
TMEM126A,43.25,50.74666667
CREBZF,18.66333333,23.71
CCDC89,0.015496667,0.1676
SYTL2,3.643666667,22.76333333
PICALM,109.0866667,161.3333333
LINC02695,0.10663,0.1639
EED,7.676333333,4.985333333
MIR6755,2.453333333,2.312
HIKESHI,32.95333333,36.12
CCDC81,0.090803333,0.12421
ME3,7.594,7.981
ME3-DT,0.3027,0.2816
LOC102724775,0.059463333,0.10297
PRSS23,123.7,114.9333333
OR7E2P,0.1766,0.103633333
PRSS23-AS1,0.12964,0.109043333
LOC107984428,2.679,2.180333333
FZD4,7.242,5.09
FZD4-DT,0.341233333,0.4524
TMEM135,5.250666667,6.751666667
RAB38,0.5204,0.174366667
CTSC,50.49333333,46.94333333
LOC101929174,0.502533333,0.912333333
GRM5,0.013004667,0.012096333
GRM5-AS1,0.018786667,0.020673333
NAALAD2,0.250033333,0.152496667
CHORDC1,44.53333333,27.63
SLC36A4,4.546333333,5.722
SMCO4,1.884666667,2.302
CEP295,10.78333333,10.21
SCARNA9,1.625666667,2.776
TAF1D,69.71,81.83666667
SNORA25,7.353,7.977333333
SNORA32,21.12333333,22.10333333
SNORD6,16.27666667,20.61666667
SNORA1,9.022,15.23
SNORA8,47.18666667,57.83666667
SNORD5,30.39333333,38.71333333
SNORA18,54.61333333,52.41333333
MIR1304,33.41,27.92
SNORA40,104.2933333,77.46666667
C11orf54,4.830333333,9.495666667
MED17,17.99666667,21.67
VSTM5,0.053703333,0.039013333
HEPHL1,0.300533333,0.7073
PANX1,13.57333333,23.56333333
LOC105369435,0.031493333,0.141166667
GPR83,0.1217,0.148466667
MRE11,19.11333333,16.74333333
MIR548L,2.498,0.5778
ANKRD49,12.42,14.54333333
FUT4,3.394,3.304
PIWIL4-AS1,2.070333333,1.724666667
PIWIL4,0.318266667,0.618666667
AMOTL1,6.424666667,2.167666667
CWC15,49.10333333,47.37
KDM4D,2.556,2.301333333
SRSF8,19.02,22.45333333
ENDOD1,46.09,38.83
LNCRNA-IUR,0.130356667,0.267
SESN3,0.504366667,2.513
LOC100129203,0.03685,0.182733333
FAM76B,8.502,10.68
CEP57,24.53,24.27666667
MTMR2,35.33666667,36.10666667
MAML2,3.254,6.157666667
MIR1260B,8.254,11.17666667
CCDC82,3.599333333,3.364
JRKL,11.26333333,13.12
ARHGAP42-AS1,0.981733333,1.483
ARHGAP42,5.964,7.614666667
ANGPTL5,0.06263,0.012123333
CEP126,3.422666667,2.406
CFAP300,1.848333333,2.385666667
YAP1,53.25333333,47.98333333
LOC105369460,0.156953333,0.049706667
BIRC3,1.1764,2.073333333
BIRC2,27.20666667,32.43666667
TMEM123,175.0666667,246.4666667
TMEM123-DT,3.007333333,3.144333333
MMP7,0.0625,0.187416667
WTAPP1,0.346733333,0.175803333
MMP1,3.097333333,1.0028
MMP3,0.995833333,0.998866667
MMP12,0.02969,0.2266
MMP13,4.389,0.8748
DCUN1D5,10.17766667,9.881333333
DYNC2H1,15.73,18.81
PDGFD,0.346966667,1.917333333
CASP4LP,0.116673333,3.843333333
CASP4,85.49666667,161.0333333
CASP1,0.937533333,7.681666667
CARD16,1.952333333,7.407666667
CARD17P,0.027033333,0.063936667
GRIA4,0.004147333,0.013432333
MSANTD4,9.92,15.33666667
KBTBD3,1.065833333,1.850666667
AASDHPPT,33.09333333,33.84333333
LOC105369474,1.0073,1.643533333
GUCY1A2,0.004426667,0.097643333
LOC105369477,0.393866667,0.569666667
CWF19L2,13.01666667,11.59333333
ALKBH8,21.72333333,13.86333333
ELMOD1,0.665366667,0.6778
SLC35F2,62.39333333,68.73666667
RAB39A,0.028286667,0.054446667
CUL5,19.25666667,23.37333333
ACAT1,72.79666667,90.55
NPAT,11.53333333,12.00666667
ATM,14.82,24.59333333
C11orf65,0.879233333,1.384666667
POGLUT3,31.76333333,20.15666667
LOC112267909,1.002433333,0.636566667
EXPH5,2.829,2.783
DDX10,38.05,36.58666667
LOC105369484,1.113066667,0.566513333
ZC3H12C,4.355333333,4.060333333
RDX,56.02666667,57.23
FDX1,17.19666667,13.68
ARHGAP20,0.078856667,0.644666667
COLCA1,0.04558,0.094116667
POU2AF3,0.07062,0.179966667
BTG4,0.030136667,0.038723333
LAYN,0.07204,0.344233333
SIK2,10.857,18.04
PPP2R1B,11.44666667,11.98
ALG9,6.627666667,6.748
FDXACB1,4.517,3.672333333
CFAP68,5.795,8.861666667
CRYAB,0.05285,6.716333333
HSPB2-C11orf52,1.042333333,1.859333333
C11orf52,1.441633333,2.571333333
DIXDC1,4.896666667,8.536666667
DLAT,47.72666667,36.01
PIH1D2,9.892,8.634
NKAPD1,25.90666667,37.36333333
TIMM8B,53.91333333,63.96666667
SDHD,166.0333333,122.6933333
IL18,37.35333333,31.38666667
TEX12,0.125026667,0.07613
BCO2,0.3186,0.744266667
PTS,37.70333333,32.21
PLET1,0.047433333,0.087466667
LINC02762,0.367966667,2.269333333
LOC107984388,0.009886667,0.04911
TTC12,7.578333333,7.889333333
ANKK1,0.3193,2.051
DRD2,0.024373333,0.343876667
LOC105369501,0,0.11434
LOC107984390,0.085143333,0.322633333
TMPRSS5,0.3474,0.503033333
ZW10,34.02666667,30.68333333
USP28,23.63,33.38666667
HTR3A,1.025833333,19.98333333
ZBTB16,0,0.046946667
NNMT,59.41,295.4333333
LOC101928940,0,0.04998
LOC107984391,0.021086667,0.026566667
C11orf71,7.069,13.59333333
RBM7,18.56333333,34.13
REXO2,114.4333333,153.1
NXPE2,0.023828,0.073473333
NXPE1,0,0.025133333
NXPE4,0.00901,0.05176
CADM1,1.262566667,12.55
LINC02703,0.04762,0.045763333
LOC107984393,0.004573333,0.04372
BUD13,21.28,16.7
ZPR1,20.88,17.02666667
APOA1,0.11069,0.065246667
APOA1-AS,0.38622,0.458633333
SIK3,11.84,19.44666667
PAFAH1B2,41.56333333,47.45666667
SIDT2,11.13333333,23.93
LOC100652768,5.704666667,14.93
TAGLN,49.54333333,133.2333333
PCSK7,27.20666667,46.10333333
RNF214,10.74333333,14.83666667
BACE1,35.08333333,40.25
BACE1-AS,13.85,17.21666667
CEP164,20.1,18.10666667
TMPRSS13,1.743633333,0.144676667
IL10RA,0.094093333,0.178233333
SMIM35,0.011582,0.021992667
TMPRSS4,1.160583333,0.03279
SCN4B,0.239833333,1.373
SCN2B,0.00737,0.058016667
MPZL3,4.102666667,7.193666667
MPZL2,27.26666667,40.53
UBE4A,34.89,45.33
LOC100131626,15.09333333,20.14
ATP5MG,145.7666667,138.1333333
KMT2A,21.13666667,27.56333333
TTC36-AS1,8.941333333,11.07666667
TTC36,0.2022,0.647866667
TMEM25,3.672333333,8.569333333
IFT46,3.607333333,6.644666667
ARCN1,138.7666667,158.9
PHLDB1,16.57666667,29.31333333
MIR6716,52.34,96.4
TREH,5.489333333,9.329333333
LOC105369519,0.08672,0.126243333
DDX6,50.05,62.87333333
CXCR5,15.76333333,16.3
BCL9L,32.20666667,32.56
MIR4492,11.248,9.299333333
UPK2,0.992133333,1.111133333
CENATAC-DT,7.726666667,5.461333333
CENATAC,29.09,35.52
RPL23AP64,3.598,4.321666667
RPS25,1337.666667,1925
TRAPPC4,63.49333333,53.59
SLC37A4,21.55333333,14.08
HYOU1,113.6666667,168.6333333
VPS11,22.09666667,30.86333333
HMBS,49.92333333,37.32333333
H2AX,236.9666667,106.1366667
DPAGT1,55.43666667,61.52666667
C2CD2L,4.733666667,4.253333333
HINFP,9.935333333,17.06333333
ABCG4,0.512066667,0.556133333
NLRX1,12.70666667,18.46666667
NHERF4,0.0225,0.065093333
CCDC153,0.7151,1.040433333
SNORD150,0.9585,1.6134
CBL,17.08666667,15.82666667
MCAM,46.36333333,122.9666667
MIR6756,1.987333333,7.543
RNF26,80.55,68.66666667
C1QTNF5,0.08147,0.485966667
MFRP,0.08147,0.485966667
USP2,1.1814,2.345666667
USP2-AS1,7.174,6.273333333
THY1,0.015746,0.030423333
LOC107984398,0.741966667,0.829633333
LOC105369520,0.1807,0.1319
NECTIN1,34.90666667,17.30333333
NECTIN1-DT,1.469666667,0.995333333
TRIM29,0.220733333,0.7784
OAF,110.3,96.89333333
POU2F3,0.450833333,0.298466667
LOC105369531,0,0.019123333
TLCD5,3.122,7.345
ARHGEF12,35.27,42.93
GRIK4,0.048346667,0.1872
LOC105369532,0.2193,0.294333333
TBCEL,9.699666667,19.13333333
TECTA,0.162166667,0.386166667
SC5D,10.99166667,14.79666667
SORL1,10.656,6.755333333
LOC105369535,0.013820667,0
MIR100HG,3.838666667,1.591666667
BLID,0.308233333,0.13414
MIRLET7A2,1.249066667,0.223233333
UBASH3B,20.65333333,6.237666667
CRTAM,0.046396667,0.0196
JHY,1.586666667,1.665
SAE1P1,0.105856667,0.007856667
HSPA8,2698.666667,1810.333333
SNORD14E,24.11333333,7.525333333
SNORD14D,48.09666667,27.14333333
SNORD14C,39.8,21.36333333
CLMP,10.22866667,5.810666667
GRAMD1B,1.011666667,1.632666667
ZNF202,8.348,8.359666667
VWA5A,6.234666667,20.89666667
TBRG1,11.98333333,16.68
SIAE,11.55333333,16.22666667
SPA17,12.94666667,6.333666667
NRGN,16.47333333,5.144
VSIG2,0.436833333,0.215566667
ESAM,0.866933333,0.3813
ESAM-AS1,0.177606667,0.165586667
MSANTD2,2.396666667,2.422
MSANTD2-AS1,0.393,0.648733333
ROBO3,3.966666667,8.237333333
ROBO4,1.002366667,0.928366667
CCDC15-DT,0.478233333,0.360733333
CCDC15,3.485666667,1.780666667
SLC37A2,16.46666667,4.593333333
TMEM218,7.705333333,7.487666667
FEZ1,0.011259333,0.042376667
STT3A-AS1,0.453666667,0.9484
EI24,154.7,135.5333333
STT3A,114.5433333,122.6666667
CHEK1,27.04666667,17.70666667
ACRV1,1.059833333,0.671866667
LOC105369551,0.468033333,0.18918
PATE2,0.451766667,0.322733333
PATE4,0.05397,0.06712
HYLS1,19.87333333,13.36
PUS3,14.81666667,17.17
DDX25,0.002334,0.011203667
CDON,4.068,4.649666667
RPUSD4,28.51,33.73
FAM118B,30.15,32.42666667
SRPRA,50.81666667,54.32666667
FOXRED1,32.3,26.40333333
TIRAP,5.531,7.699666667
TIRAP-AS1,1.983333333,2.979666667
DCPS,15.27333333,12.51666667
GSEC,5.916666667,5.857666667
ST3GAL4,15.37666667,14.63
KIRREL3,0.124533333,0.09158
LINC02725,0.010246667,0.125516667
ETS1,50.82,48.08666667
ETS1-AS1,0.10484,0.024353333
KCNJ1,0.011933333,0.093516667
LOC107984409,0.018143333,0.03009
KCNJ5,0.153266667,0.206066667
KCNJ5-AS1,5.542,4.941
TP53AIP1,0.0467,0.053496667
ARHGAP32,10.61966667,8.072
LOC399975,3.243333333,1.704333333
BARX2,6.492666667,2.583
LINC01395,1.408733333,6.477333333
TMEM45B,1.938666667,3.471333333
NFRKB,18.64,22.33333333
PRDM10,4.617,4.850333333
PRDM10-DT,0.1626,0.1977
LOC107984432,0.368733333,0.415033333
APLP2,491.5666667,800.5333333
ST14,52.57,2.983
ZBTB44,14.80666667,18.87666667
ZBTB44-DT,0.367633333,0.400203333
ADAMTS8,0.059613333,0.113966667
ADAMTS15,13.72,21.94333333
LOC105369574,0.195966667,0.4233
LINC02873,0.2884,0.319133333
LOC105369575,1.454333333,2.006333333
LOC105369576,0.026926667,0.156923333
LINC02551,2.543666667,1.142433333
SNX19,14.65333333,17.36
OPCML,0.000965667,0.0209
MIR4697,3.919666667,5.509333333
IGSF9B,0.999566667,1.528666667
LINC02731,0.203933333,0.365033333
JAM3,0.494166667,0.2332
NCAPD3,35.05666667,21.74
SNORD153,1.417666667,0.8885
VPS26B,35.28666667,58.63
THYN1,46.87,51.24666667
ACAD8,13.01666667,17.5
GLB1L3,0.003926,0.014953333
GLB1L2,17.09,21.14
B3GAT1,0.027066667,0
LINC02697,0.994733333,0.494366667
WASH8P,23.64333333,24.41
LOC107987170,0,0.048596667
IQSEC3,0.192346667,0.055086667
IQSEC3-AS1,1.181733333,0.1897
SLC6A12,0.239666667,0.284166667
SLC6A12-AS1,0.093746667,0.089066667
SLC6A13,0.0496,0.169566667
KDM5A,11.93,15.55
CCDC77,16.55666667,14.17666667
LOC105369594,0.246466667,0.347533333
B4GALNT3,1.453333333,1.023233333
NINJ2,3.292333333,2.687
NINJ2-AS1,1.206166667,1.411666667
WNK1,46.58,49.73
RAD52,6.436666667,6.630333333
ERC1,15.00333333,21.7
LINC00942,0.455766667,0.454033333
FBXL14,2.698333333,1.895333333
ADIPOR2,48.50333333,40.30333333
CACNA2D4,0.028176667,0.03707
LINC00940,0.007803333,0.021873333
DCP1B,5.511333333,6.353333333
LINC02371,0.021786667,0.015626667
ITFG2-AS1,2.505333333,2.400333333
FKBP4,124.3,83.97666667
ITFG2,11.97,6.243666667
NRIP2,1.023833333,1.41
TEX52,0.492866667,1.153033333
FOXM1,102.03,29.72666667
RHNO1,30.78666667,14.75333333
TULP3,20.70333333,21.81333333
TEAD4,27.74666667,18.81333333
TSPAN9,6.214,9.289
LINC02827,0.677366667,0.7678
LOC100128253,0.590966667,0.656533333
CRACR2A,0.02954,0.1979
PARP11,3.226333333,6.442666667
PARP11-AS1,0.06268,0.0815
LOC105369611,0,0.639166667
CCND2-AS1,0.0216,0.2809
CCND2,0.013763333,0.8376
TIGAR,4.611,2.212333333
C12orf4,13.56666667,12.22666667
RAD51AP1,29.06666667,11.61266667
DYRK4,3.689,4.709666667
AKAP3,0.440866667,1.3117
NDUFA9,16.28666667,14.9
GALNT8,0.031213333,0.05062
KCNA6,0.007809333,0
LOC105369617,0.041413333,0.016176667
NTF3,0,0.08339
ANO2,0.013517,0.05571
VWF,0.038663333,0.1357
LOC105369623,0.09008,0.029803333
CD9,70.54,63.25
LOC105369625,0.074953333,0.020166667
PLEKHG6,1.672333333,0.475466667
TNFRSF1A,106.53,103.0266667
LOC112268088,0.553366667,0.654466667
SCNN1A,3.162,4.546
LOC107984500,0.512766667,0.776933333
LOC105369626,0.03547,0.042563333
LTBR,50.81,54.93666667
CD27-AS1,5.804333333,6.018333333
CD27,2.149,2.183
TAPBPL,9.672,6.087333333
VAMP1,4.531333333,4.540333333
MRPL51,179.0333333,130.0333333
NCAPD2,156.6666667,68.66666667
SCARNA10,1.3112,0.454266667
GAPDH-DT,18.27333333,7.937333333
GAPDH,4531.333333,3198.666667
IFFO1,5.067666667,6.736666667
NOP2,73.29666667,43.21666667
CHD4,111.0666667,97.15
SCARNA11,0.5248,0.507666667
LPAR5,0.592333333,0.678933333
ACRBP,0.3368,0.454133333
ING4,8.866,17.60333333
ZNF384,19.65666667,17.90666667
PIANP,0.1917,0.351966667
COPS7A,61.73666667,50.46666667
MLF2,185.6,163.3333333
PTMS,285.1666667,335.1
LAG3,1.848,1.1004
CD4,0.055803333,0.149633333
GPR162,0.481666667,1.259566667
P3H3,36.49666667,42.32333333
GNB3,9.815333333,5.295333333
CDCA3,27.73333333,7.136333333
USP5,87.28666667,66.16333333
TPI1,580.5666667,347.6666667
SPSB2,8.547,5.619333333
LOC105369632,3.812333333,2.879333333
RPL13P5,9.077666667,7.111666667
DSTNP2,7.151,6.271666667
LRRC23,6.332666667,5.862333333
ENO2,44.64333333,20.45333333
ATN1,73.09,72.64333333
C12orf57,26.44333333,45.65333333
RNU7-1,5.676333333,3.415233333
PTPN6,12.29133333,11.72
LOC105369634,0.766633333,0.192256667
MIR200CHG,1.430666667,0.0458
MIR141,0.751,0
