ids,growth,model
50814_AT1,359.90742526645,Epithelial CSM
189_AT1,359.90742526645016,Epithelial CSM
8833_AT1,359.90742526645005,Epithelial CSM
1738_AT1,310.8291400028438,Epithelial CSM
211_AT1,359.90742526645005,Epithelial CSM
27235_AT1,359.9074252664501,Epithelial CSM
8854_AT3,359.9074252664501,Epithelial CSM
2746_AT1,359.9074252664501,Epithelial CSM
11238_AT1,359.9074252664501,Epithelial CSM
1375_AT3,359.9074252664501,Epithelial CSM
6573_AT1,359.9074252664501,Epithelial CSM
1340_AT1,359.90742526645016,Epithelial CSM
7371_AT1,359.9074252664501,Epithelial CSM
23475_AT1,359.9074252664501,Epithelial CSM
2348_AT3,359.9074252664501,Epithelial CSM
10723_AT1,359.9074252664501,Epithelial CSM
84532_AT1,359.9074252664501,Epithelial CSM
8310_AT1,359.9074252664501,Epithelial CSM
124583_AT1,359.9074252664501,Epithelial CSM
55350_AT3,359.9074252664501,Epithelial CSM
178_AT4,359.9074252664501,Epithelial CSM
10965_AT1,359.9074252664501,Epithelial CSM
6470_AT2,359.9074252664501,Epithelial CSM
9152_AT1,359.9074252664501,Epithelial CSM
549_AT1,359.9074252664501,Epithelial CSM
50_AT1,359.9074252664501,Epithelial CSM
4830_AT2,359.9074252664501,Epithelial CSM
1118_AT1,359.9074252664501,Epithelial CSM
2987_AT1,0.0,Epithelial CSM
50617_AT3,359.9074252664503,Epithelial CSM
259230_AT1,0.0,Epithelial CSM
515_AT3,359.90742526645005,Epithelial CSM
26266_AT1,359.90742526645005,Epithelial CSM
10423_AT1,359.90742526645005,Epithelial CSM
2030_AT1,359.90742526645005,Epithelial CSM
215_AT1,359.90742526645005,Epithelial CSM
6483_AT1,359.90742526645005,Epithelial CSM
50808_AT1,359.90742526645005,Epithelial CSM
1606_AT1,359.90742526645005,Epithelial CSM
771_AT1,359.90742526645005,Epithelial CSM
7991_AT2,359.90742526645005,Epithelial CSM
8854_AT2,359.90742526645005,Epithelial CSM
206358_AT1,359.90742526645005,Epithelial CSM
2585_AT2,359.90742526645,Epithelial CSM
3939_AT1,359.90742526645,Epithelial CSM
51079_AT1,359.90742526645,Epithelial CSM
6648_AT1,359.90742526645005,Epithelial CSM
6716_AT1,359.90742526645,Epithelial CSM
10975_AT1,359.90742526645005,Epithelial CSM
28976_AT1,359.90742526645005,Epithelial CSM
3033_AT1,359.90742526645005,Epithelial CSM
33_AT1,359.90742526645005,Epithelial CSM
4967_AT1,359.90742526645005,Epithelial CSM
1312_AT1,359.90742526645005,Epithelial CSM
3420_AT1,359.90742526645005,Epithelial CSM
7001_AT1,359.90742526645005,Epithelial CSM
53354_AT3,359.90742526645005,Epithelial CSM
55268_AT1,359.90742526645005,Epithelial CSM
178_AT1,359.90742526645005,Epithelial CSM
8034_AT1,359.90742526645005,Epithelial CSM
55867_AT1,359.90742526645,Epithelial CSM
1962_AT1,359.90742526645,Epithelial CSM
124975_AT1,359.90742526645,Epithelial CSM
9415_AT1,359.90742526645,Epithelial CSM
528_AT2,359.90742526645,Epithelial CSM
2876_AT1,359.90742526645,Epithelial CSM
7299_AT1,359.90742526645,Epithelial CSM
1119_AT1,359.90742526645,Epithelial CSM
525_AT1,359.90742526645,Epithelial CSM
2571_AT1,359.90742526645,Epithelial CSM
7296_AT4,359.90742526645,Epithelial CSM
766_AT2,359.90742526645,Epithelial CSM
2678_AT2,359.90742526645,Epithelial CSM
10861_AT1,359.90742526645,Epithelial CSM
60386_AT1,357.88614920127964,Epithelial CSM
51727_AT1,1.2295954510997666e-12,Epithelial CSM
6578_AT1,359.9074252664501,Epithelial CSM
2542_AT1,351.72771105584894,Epithelial CSM
6342_AT1,359.90742526645005,Epithelial CSM
2167_AT1,359.90742526645005,Epithelial CSM
771_AT2,359.90742526645005,Epithelial CSM
1743_AT1,310.82914000284313,Epithelial CSM
83884_AT1,359.90742526644993,Epithelial CSM
9551_AT3,359.90742526645,Epithelial CSM
7386_AT1,359.90742526644993,Epithelial CSM
251_AT1,359.90742526645,Epithelial CSM
8706_AT3,359.90742526645,Epithelial CSM
570_AT1,359.90742526645,Epithelial CSM
57835_AT4,359.90742526645005,Epithelial CSM
10317_AT4,359.90742526645005,Epithelial CSM
54539_AT1,359.90742526645005,Epithelial CSM
8876_AT1,359.90742526645005,Epithelial CSM
8647_AT1,359.90742526645005,Epithelial CSM
51477_AT1,359.90742526645016,Epithelial CSM
766_AT1,359.9074252664501,Epithelial CSM
26503_AT1,359.90742526645016,Epithelial CSM
2271_AT1,347.6378539505483,Epithelial CSM
31_AT4,359.90742526645016,Epithelial CSM
2026_AT1,359.90742526645,Epithelial CSM
1347_AT1,359.90742526645016,Epithelial CSM
80025_AT3,359.90742526645005,Epithelial CSM
6390_AT1,347.6378539505484,Epithelial CSM
4942_AT1,359.90742526645016,Epithelial CSM
5169_AT1,359.90742526645016,Epithelial CSM
114134_AT1,359.90742526645016,Epithelial CSM
221823_AT1,359.90742526645016,Epithelial CSM
3995_AT1,359.90742526645016,Epithelial CSM
4726_AT1,359.90742526645016,Epithelial CSM
509_AT1,359.90742526645016,Epithelial CSM
5264_AT1,359.90742526645016,Epithelial CSM
3418_AT1,359.90742526645016,Epithelial CSM
210_AT1,359.90742526645016,Epithelial CSM
7385_AT1,359.90742526644993,Epithelial CSM
1103_AT2,359.90742526645,Epithelial CSM
217_AT1,359.90742526645,Epithelial CSM
5198_AT1,359.90742526645,Epithelial CSM
9563_AT1,351.7277110558487,Epithelial CSM
178_AT3,359.90742526645,Epithelial CSM
210_AT2,359.90742526645005,Epithelial CSM
1718_AT1,358.99856813193884,Epithelial CSM
137872_AT1,359.90742526645,Epithelial CSM
6528_AT1,359.90742526645016,Epithelial CSM
7360_AT1,359.90742526645016,Epithelial CSM
11000_AT1,359.90742526645016,Epithelial CSM
2585_AT1,359.90742526645016,Epithelial CSM
10873_AT1,359.90742526645016,Epithelial CSM
32_AT1,359.90742526645016,Epithelial CSM
4722_AT1,359.90742526645,Epithelial CSM
6583_AT1,359.9074252664501,Epithelial CSM
51557_AT1,359.9074252664501,Epithelial CSM
1892_AT1,359.9074252664501,Epithelial CSM
51181_AT1,359.90742526645005,Epithelial CSM
516_AT1,359.90742526645005,Epithelial CSM
6319_AT1,359.90742526645005,Epithelial CSM
4729_AT1,359.90742526645005,Epithelial CSM
2348_AT2,359.90742526645005,Epithelial CSM
761_AT1,359.90742526645005,Epithelial CSM
6576_AT1,357.8861492012797,Epithelial CSM
55577_AT1,359.90742526645005,Epithelial CSM
506_AT1,310.82914000284285,Epithelial CSM
226_AT3,359.90742526644993,Epithelial CSM
8992_AT1,359.90742526645005,Epithelial CSM
4694_AT1,359.90742526645,Epithelial CSM
55256_AT1,359.90742526645005,Epithelial CSM
92086_AT1,359.90742526645005,Epithelial CSM
641371_AT1,359.90742526645005,Epithelial CSM
2678_AT3,359.90742526645005,Epithelial CSM
377677_AT1,359.90742526645005,Epithelial CSM
83549_AT1,359.90742526645005,Epithelial CSM
293_AT1,357.88614920127964,Epithelial CSM
10840_AT1,359.90742526645005,Epithelial CSM
55276_AT1,335.36828263464685,Epithelial CSM
2806_AT1,359.90742526645005,Epithelial CSM
1666_AT1,359.90742526645005,Epithelial CSM
2821_AT1,353.3636538979696,Epithelial CSM
51004_AT2,359.90742526645016,Epithelial CSM
353_AT1,359.90742526645005,Epithelial CSM
54575_AT1,359.90742526645005,Epithelial CSM
2686_AT1,359.90742526645005,Epithelial CSM
10166_AT1,359.90742526645005,Epithelial CSM
2752_AT1,359.90742526645005,Epithelial CSM
2181_AT2,359.90742526645005,Epithelial CSM
7381_AT1,359.9074252664499,Epithelial CSM
55902_AT2,359.90742526645005,Epithelial CSM
57835_AT3,359.90742526645005,Epithelial CSM
160851_AT2,359.90742526645005,Epithelial CSM
30_AT1,359.90742526645005,Epithelial CSM
120103_AT1,359.90742526645005,Epithelial CSM
4537_AT1,359.9074252664502,Epithelial CSM
1349_AT1,359.90742526645033,Epithelial CSM
64849_AT1,359.90742526645005,Epithelial CSM
587_AT1,359.90742526645005,Epithelial CSM
8705_AT1,359.90742526645005,Epithelial CSM
7108_AT1,359.90742526645005,Epithelial CSM
4706_AT1,359.90742526645005,Epithelial CSM
39_AT1,359.90742526645,Epithelial CSM
9058_AT1,359.5116326433566,Epithelial CSM
522_AT3,359.90742526645005,Epithelial CSM
2582_AT1,359.90742526645005,Epithelial CSM
2171_AT1,359.90742526645005,Epithelial CSM
498_AT1,359.90742526645005,Epithelial CSM
1312_AT2,359.90742526645005,Epithelial CSM
1595_AT1,359.90742526645005,Epithelial CSM
127_AT1,359.90742526645005,Epithelial CSM
4522_AT1,359.90742526645005,Epithelial CSM
6557_AT1,359.90742526645005,Epithelial CSM
4712_AT2,359.90742526645005,Epithelial CSM
5214_AT1,359.90742526645005,Epithelial CSM
4507_AT1,359.90742526645005,Epithelial CSM
341947_AT1,359.90742526645005,Epithelial CSM
5834_AT1,359.9074252664502,Epithelial CSM
5052_AT1,359.9074252664501,Epithelial CSM
55191_AT1,359.9074252664501,Epithelial CSM
6573_AT2,359.9074252664501,Epithelial CSM
10654_AT1,359.9074252664501,Epithelial CSM
2618_AT2,359.9074252664501,Epithelial CSM
411_AT1,359.9074252664501,Epithelial CSM
19_AT1,359.9074252664501,Epithelial CSM
10841_AT2,359.9074252664501,Epithelial CSM
6389_AT1,347.63785395054833,Epithelial CSM
4701_AT1,359.9074252664491,Epithelial CSM
1717_AT1,358.99856813193884,Epithelial CSM
81616_AT1,359.90742526645,Epithelial CSM
55229_AT1,359.90742526645005,Epithelial CSM
64802_AT1,359.90742526645005,Epithelial CSM
6524_AT1,359.90742526645005,Epithelial CSM
6566_AT1,359.90742526644993,Epithelial CSM
1244_AT1,359.90742526645005,Epithelial CSM
5213_AT1,359.90742526645005,Epithelial CSM
124_AT1,359.90742526645005,Epithelial CSM
534_AT2,359.90742526645005,Epithelial CSM
64902_AT1,359.90742526645005,Epithelial CSM
54677_AT1,359.90742526645005,Epithelial CSM
5230_AT1,359.90742526645005,Epithelial CSM
3028_AT1,359.90742526645005,Epithelial CSM
51380_AT1,359.90742526645005,Epithelial CSM
275_AT1,335.36828263464673,Epithelial CSM
124637_AT1,359.90742526645005,Epithelial CSM
291_AT1,359.90742526645005,Epithelial CSM
51478_AT1,359.90742526645005,Epithelial CSM
4536_AT1,359.90742526645005,Epithelial CSM
10317_AT1,359.90742526645005,Epithelial CSM
65263_AT1,359.90742526645005,Epithelial CSM
26227_AT1,359.90742526645005,Epithelial CSM
114571_AT1,359.90742526645005,Epithelial CSM
4191_AT1,359.90742526645005,Epithelial CSM
517_AT1,359.90742526645005,Epithelial CSM
23057_AT2,359.90742526645005,Epithelial CSM
91227_AT1,359.90742526645016,Epithelial CSM
2170_AT1,359.9074252664502,Epithelial CSM
883_AT1,359.90742526645016,Epithelial CSM
10610_AT1,359.90742526645005,Epithelial CSM
65985_AT1,359.90742526645005,Epithelial CSM
5105_AT1,359.90742526645005,Epithelial CSM
267020_AT1,310.82914000284325,Epithelial CSM
6240_AT1,357.7157816491649,Epithelial CSM
3704_AT1,359.90742526645005,Epithelial CSM
4832_AT1,359.90742526645016,Epithelial CSM
5315_AT1,357.8861492012797,Epithelial CSM
3613_AT1,359.90742526644993,Epithelial CSM
10455_AT1,359.90742526645,Epithelial CSM
1384_AT3,359.90742526645,Epithelial CSM
514_AT1,359.90742526645,Epithelial CSM
7367_AT1,359.90742526645,Epithelial CSM
4724_AT1,359.90742526645,Epithelial CSM
6649_AT1,359.90742526645,Epithelial CSM
948_AT1,359.90742526645,Epithelial CSM
55627_AT1,359.90742526645,Epithelial CSM
2027_AT2,359.90742526645,Epithelial CSM
90423_AT1,359.90742526645,Epithelial CSM
2618_AT1,359.90742526645,Epithelial CSM
4731_AT1,359.90742526645,Epithelial CSM
53354_AT1,359.90742526645,Epithelial CSM
1329_AT1,359.90742526645016,Epithelial CSM
1345_AT1,359.90742526645,Epithelial CSM
522_AT5,359.90742526645,Epithelial CSM
1632_AT1,359.90742526645005,Epithelial CSM
4705_AT1,359.90742526644993,Epithelial CSM
34_AT1,359.90742526645005,Epithelial CSM
8706_AT2,359.90742526645005,Epithelial CSM
5167_AT1,359.90742526645005,Epithelial CSM
3423_AT2,359.90742526645005,Epithelial CSM
10400_AT3,359.90742526645005,Epithelial CSM
171425_AT2,359.90742526645005,Epithelial CSM
5973_AT1,359.90742526645005,Epithelial CSM
29906_AT1,359.90742526645005,Epithelial CSM
9990_AT1,359.90742526645005,Epithelial CSM
441024_AT1,359.90742526645005,Epithelial CSM
10165_AT1,359.90742526645005,Epithelial CSM
9615_AT1,359.90742526645005,Epithelial CSM
272_AT1,359.90742526645005,Epithelial CSM
6554_AT1,359.90742526645005,Epithelial CSM
54675_AT1,0.0,Epithelial CSM
6526_AT1,359.9074252664511,Epithelial CSM
64077_AT1,359.90742526645005,Epithelial CSM
160428_AT1,359.90742526645005,Epithelial CSM
11254_AT1,359.9074252664502,Epithelial CSM
527_AT1,359.90742526645005,Epithelial CSM
8836_AT1,359.90742526645005,Epithelial CSM
131_AT1,359.90742526645005,Epithelial CSM
4715_AT1,359.90742526645005,Epithelial CSM
30815_AT1,359.90742526645005,Epithelial CSM
158_AT1,359.90742526645005,Epithelial CSM
57026_AT1,359.90742526645005,Epithelial CSM
223_AT1,359.90742526645005,Epithelial CSM
2730_AT1,359.90742526645005,Epithelial CSM
30833_AT1,359.90742526645005,Epithelial CSM
376497_AT1,359.90742526645005,Epithelial CSM
10841_AT1,359.90742526645005,Epithelial CSM
7296_AT3,359.90742526645005,Epithelial CSM
23057_AT1,359.90742526645005,Epithelial CSM
56994_AT1,359.90742526645005,Epithelial CSM
6647_AT1,359.9074252664497,Epithelial CSM
132_AT1,359.90742526645005,Epithelial CSM
92370_AT1,359.90742526645005,Epithelial CSM
2348_AT1,359.90742526645005,Epithelial CSM
1581_AT1,359.90742526645005,Epithelial CSM
9429_AT1,359.90742526645005,Epithelial CSM
1537_AT1,359.90742526645005,Epithelial CSM
5723_AT1,359.90742526645005,Epithelial CSM
102724560_AT1,359.90742526645005,Epithelial CSM
115286_AT3,359.90742526645005,Epithelial CSM
139596_AT1,358.2368111739143,Epithelial CSM
4723_AT1,359.90742526645005,Epithelial CSM
126129_AT1,359.90742526645016,Epithelial CSM
7167_AT1,343.54799684524795,Epithelial CSM
1719_AT1,359.90742526645,Epithelial CSM
84618_AT1,359.90742526645005,Epithelial CSM
2110_AT1,359.90742526645005,Epithelial CSM
130_AT1,359.90742526645005,Epithelial CSM
10249_AT1,359.90742526645005,Epithelial CSM
10400_AT1,359.90742526645005,Epithelial CSM
10317_AT5,359.90742526645005,Epithelial CSM
8706_AT1,359.90742526645005,Epithelial CSM
4716_AT1,359.90742526645005,Epithelial CSM
5172_AT1,359.90742526645005,Epithelial CSM
384_AT1,359.90742526645005,Epithelial CSM
51056_AT1,359.90742526645005,Epithelial CSM
1327_AT1,359.90742526645005,Epithelial CSM
6565_AT1,359.90742526645005,Epithelial CSM
160851_AT1,359.90742526645005,Epithelial CSM
6518_AT1,359.90742526645005,Epithelial CSM
5009_AT1,359.90742526645005,Epithelial CSM
4967_AT2,359.90742526645005,Epithelial CSM
18_AT2,359.90742526645005,Epithelial CSM
6392_AT1,347.6378539505482,Epithelial CSM
535_AT1,359.90742526644976,Epithelial CSM
8884_AT1,359.90742526645016,Epithelial CSM
249_AT1,359.90742526645005,Epithelial CSM
142680_AT1,310.8291400028433,Epithelial CSM
55902_AT1,359.90742526645016,Epithelial CSM
60490_AT1,359.90742526645005,Epithelial CSM
4717_AT1,359.90742526645005,Epithelial CSM
5625_AT1,359.90742526645005,Epithelial CSM
2990_AT1,359.90742526645005,Epithelial CSM
515_AT1,359.90742526645005,Epithelial CSM
55454_AT1,359.90742526645005,Epithelial CSM
4351_AT1,359.90742526645005,Epithelial CSM
539_AT1,310.82914000284313,Epithelial CSM
522_AT2,359.90742526645,Epithelial CSM
51703_AT1,359.90742526645005,Epithelial CSM
284273_AT2,359.90742526645005,Epithelial CSM
2747_AT1,359.90742526645005,Epithelial CSM
6519_AT1,359.90742526645005,Epithelial CSM
9162_AT1,359.90742526645005,Epithelial CSM
10476_AT2,359.90742526645005,Epithelial CSM
178_AT2,359.90742526645005,Epithelial CSM
2109_AT2,359.90742526645005,Epithelial CSM
4719_AT1,359.90742526645005,Epithelial CSM
4831_AT1,359.90742526645005,Epithelial CSM
501_AT1,359.90742526645005,Epithelial CSM
765_AT1,359.90742526645005,Epithelial CSM
6582_AT2,359.90742526645005,Epithelial CSM
952_AT1,359.90742526645005,Epithelial CSM
7296_AT2,359.90742526645005,Epithelial CSM
2592_AT1,359.90742526645005,Epithelial CSM
10157_AT1,359.90742526645005,Epithelial CSM
80025_AT1,359.90742526645005,Epithelial CSM
57835_AT2,359.90742526645005,Epithelial CSM
8659_AT1,359.90742526645005,Epithelial CSM
54659_AT1,359.90742526645005,Epithelial CSM
3614_AT1,359.90742526645005,Epithelial CSM
27089_AT1,359.90742526645,Epithelial CSM
509_AT2,286.28999737103857,Mesenchymal CSM
9091_AT1,286.2899973710398,Mesenchymal CSM
271_AT3,286.2899973710398,Mesenchymal CSM
23539_AT1,286.2899973710398,Mesenchymal CSM
440_AT2,286.2899973710398,Mesenchymal CSM
200010_AT1,286.2899973710398,Mesenchymal CSM
10599_AT1,286.2899973710398,Mesenchymal CSM
10380_AT1,286.2899973710398,Mesenchymal CSM
1384_AT1,286.2899973710398,Mesenchymal CSM
55748_AT1,286.2899973710398,Mesenchymal CSM
277_AT1,286.2899973710398,Mesenchymal CSM
2181_AT1,286.2899973710398,Mesenchymal CSM
18_AT1,286.2899973710398,Mesenchymal CSM
364_AT1,286.2899973710398,Mesenchymal CSM
51005_AT1,286.2899973710398,Mesenchymal CSM
89874_AT1,286.2899973710398,Mesenchymal CSM
1635_AT1,286.2899973710399,Mesenchymal CSM
8140_AT1,286.2899973710398,Mesenchymal CSM
9091_AT2,286.2899973710398,Mesenchymal CSM
2098_AT1,286.2899973710398,Mesenchymal CSM
93034_AT2,286.2899973710398,Mesenchymal CSM
7263_AT1,286.2899973710398,Mesenchymal CSM
2184_AT1,286.2899973710398,Mesenchymal CSM
84720_AT1,286.2899973710398,Mesenchymal CSM
2168_AT1,286.2899973710398,Mesenchymal CSM
9365_AT1,286.2899973710398,Mesenchymal CSM
29922_AT2,286.2899973710398,Mesenchymal CSM
10682_AT1,286.2899973710398,Mesenchymal CSM
27109_AT1,237.21171210743304,Mesenchymal CSM
8525_AT3,286.2899973710398,Mesenchymal CSM
122622_AT1,286.2899973710398,Mesenchymal CSM
594_AT1,286.2899973710398,Mesenchymal CSM
8525_AT2,286.2899973710398,Mesenchymal CSM
5831_AT1,286.2899973710398,Mesenchymal CSM
5831_AT2,286.2899973710398,Mesenchymal CSM
56474_AT1,286.2899973710398,Mesenchymal CSM
125965_AT1,286.2899973710398,Mesenchymal CSM
8526_AT1,286.2899973710398,Mesenchymal CSM
5337_AT1,286.2899973710398,Mesenchymal CSM
222_AT1,286.2899973710398,Mesenchymal CSM
641372_AT1,286.2899973710398,Mesenchymal CSM
57818_AT1,286.2899973710398,Mesenchymal CSM
4190_AT1,286.2899973710398,Mesenchymal CSM
222962_AT1,286.2899973710398,Mesenchymal CSM
440_AT1,286.2899973710398,Mesenchymal CSM
3612_AT1,286.2899973710398,Mesenchymal CSM
230_AT1,286.2899973710398,Mesenchymal CSM
3425_AT1,286.2899973710398,Mesenchymal CSM
55163_AT1,286.2899973710398,Mesenchymal CSM
54187_AT1,286.2899973710398,Mesenchymal CSM
3242_AT1,286.2899973710398,Mesenchymal CSM
231_AT1,286.2899973710398,Mesenchymal CSM
2632_AT1,286.2899973710398,Mesenchymal CSM
221_AT1,286.2899973710398,Mesenchymal CSM
27165_AT2,286.2899973710398,Mesenchymal CSM
8527_AT2,286.2899973710398,Mesenchymal CSM
23464_AT1,286.2899973710398,Mesenchymal CSM
10999_AT1,286.2899973710398,Mesenchymal CSM
3099_AT1,286.2899973710398,Mesenchymal CSM
3158_AT1,286.2899973710398,Mesenchymal CSM
2819_AT1,286.2899973710398,Mesenchymal CSM
498_AT3,286.2899973710398,Mesenchymal CSM
10826_AT1,286.2899973710398,Mesenchymal CSM
54963_AT1,286.2899973710398,Mesenchymal CSM
5313_AT2,286.2899973710398,Mesenchymal CSM
522_AT1,286.2899973710398,Mesenchymal CSM
9453_AT1,286.2899973710398,Mesenchymal CSM
1491_AT1,286.2899973710398,Mesenchymal CSM
9551_AT2,286.2899973710398,Mesenchymal CSM
10327_AT2,286.2899973710398,Mesenchymal CSM
56953_AT1,286.2899973710398,Mesenchymal CSM
411_AT2,286.2899973710398,Mesenchymal CSM
229_AT1,286.2899973710398,Mesenchymal CSM
159_AT1,286.2899973710398,Mesenchymal CSM
29926_AT2,286.2899973710398,Mesenchymal CSM
5372_AT1,286.2899973710398,Mesenchymal CSM
2172_AT1,286.2899973710398,Mesenchymal CSM
4047_AT1,286.2899973710398,Mesenchymal CSM
7378_AT1,286.2899973710398,Mesenchymal CSM
2954_AT3,286.2899973710398,Mesenchymal CSM
5224_AT1,286.2899973710398,Mesenchymal CSM
2222_AT1,286.2899973710398,Mesenchymal CSM
54_AT1,286.2899973710398,Mesenchymal CSM
226_AT2,286.2899973710398,Mesenchymal CSM
6539_AT1,286.2899973710398,Mesenchymal CSM
7378_AT2,286.2899973710398,Mesenchymal CSM
4514_AT1,286.2899973710398,Mesenchymal CSM
284273_AT1,286.2899973710398,Mesenchymal CSM
4830_AT1,286.2899973710398,Mesenchymal CSM
1607_AT1,286.2899973710398,Mesenchymal CSM
669_AT2,286.2899973710398,Mesenchymal CSM
57835_AT1,286.2899973710398,Mesenchymal CSM
51292_AT1,286.2899973710398,Mesenchymal CSM
50484_AT1,286.2899973710398,Mesenchymal CSM
8372_AT1,286.2899973710399,Mesenchymal CSM
1120_AT2,286.2899973710399,Mesenchymal CSM
6307_AT1,286.2899973710399,Mesenchymal CSM
348932_AT1,286.2899973710399,Mesenchymal CSM
55512_AT1,286.2899973710399,Mesenchymal CSM
84706_AT1,286.2899973710399,Mesenchymal CSM
1376_AT1,286.2899973710399,Mesenchymal CSM
128_AT1,286.28999737103976,Mesenchymal CSM
533_AT1,286.28999737103976,Mesenchymal CSM
594_AT2,286.28999737103976,Mesenchymal CSM
3098_AT1,286.28999737103976,Mesenchymal CSM
518_AT2,286.28999737103976,Mesenchymal CSM
3177_AT1,242.12137060065473,Mesenchymal CSM
51102_AT1,286.28999737103976,Mesenchymal CSM
2180_AT1,286.28999737103976,Mesenchymal CSM
8854_AT1,286.28999737103976,Mesenchymal CSM
26289_AT2,286.28999737103976,Mesenchymal CSM
3421_AT1,286.28999737103976,Mesenchymal CSM
79586_AT1,286.28999737103976,Mesenchymal CSM
6821_AT1,286.28999737103976,Mesenchymal CSM
125_AT1,286.28999737103976,Mesenchymal CSM
7390_AT1,286.28999737103976,Mesenchymal CSM
5373_AT1,286.28999737103976,Mesenchymal CSM
1120_AT1,286.28999737103976,Mesenchymal CSM
760_AT1,286.28999737103976,Mesenchymal CSM
27068_AT4,286.28999737103976,Mesenchymal CSM
178_AT6,286.28999737103976,Mesenchymal CSM
8972_AT1,286.28999737103976,Mesenchymal CSM
124935_AT1,286.28999737103976,Mesenchymal CSM
6822_AT1,286.28999737103976,Mesenchymal CSM
5338_AT1,0.0,Mesenchymal CSM
6120_AT2,286.2899973710398,Mesenchymal CSM
132789_AT1,286.28999737103976,Mesenchymal CSM
5230_AT1,286.28999737103857,Mesenchymal CSM
3028_AT1,286.2899973710398,Mesenchymal CSM
275_AT1,286.2899973710398,Mesenchymal CSM
124637_AT1,286.2899973710398,Mesenchymal CSM
3101_AT1,286.2899973710398,Mesenchymal CSM
51478_AT1,286.2899973710398,Mesenchymal CSM
10317_AT1,286.2899973710398,Mesenchymal CSM
517_AT1,286.2899973710398,Mesenchymal CSM
26227_AT1,286.2899973710398,Mesenchymal CSM
114571_AT1,286.2899973710398,Mesenchymal CSM
4191_AT1,286.2899973710398,Mesenchymal CSM
1622_AT1,286.2899973710398,Mesenchymal CSM
5837_AT1,286.2899973710398,Mesenchymal CSM
8604_AT1,286.2899973710398,Mesenchymal CSM
875_AT1,286.2899973710398,Mesenchymal CSM
3032_AT1,286.2899973710398,Mesenchymal CSM
5836_AT1,286.2899973710398,Mesenchymal CSM
1491_AT2,286.2899973710398,Mesenchymal CSM
2592_AT3,286.2899973710398,Mesenchymal CSM
2525_AT1,286.2899973710398,Mesenchymal CSM
1633_AT1,286.2899973710398,Mesenchymal CSM
7388_AT1,286.2899973710398,Mesenchymal CSM
57016_AT1,286.2899973710399,Mesenchymal CSM
93183_AT1,286.2899973710398,Mesenchymal CSM
7389_AT1,286.28999737103965,Mesenchymal CSM
48_AT1,286.2899973710399,Mesenchymal CSM
669_AT1,286.2899973710399,Mesenchymal CSM
11136_AT1,286.2899973710399,Mesenchymal CSM
80150_AT1,286.2899973710399,Mesenchymal CSM
197257_AT2,286.2899973710399,Mesenchymal CSM
5184_AT1,286.2899973710399,Mesenchymal CSM
2875_AT1,286.2899973710399,Mesenchymal CSM
58478_AT1,286.2899973710399,Mesenchymal CSM
54576_AT1,286.28999737103993,Mesenchymal CSM
2348_AT4,286.2899973710399,Mesenchymal CSM
271_AT2,286.2899973710399,Mesenchymal CSM
7086_AT1,286.2899973710399,Mesenchymal CSM
4199_AT1,286.2899973710399,Mesenchymal CSM
29796_AT1,286.2899973710399,Mesenchymal CSM
6241_AT1,286.28999737103976,Mesenchymal CSM
5223_AT1,286.2899973710399,Mesenchymal CSM
5091_AT2,286.2899973710399,Mesenchymal CSM
9167_AT1,286.2899973710399,Mesenchymal CSM
178_AT5,286.2899973710398,Mesenchymal CSM
4597_AT1,286.2899973710398,Mesenchymal CSM
22856_AT1,286.2899973710398,Mesenchymal CSM
1609_AT1,286.2899973710398,Mesenchymal CSM
3157_AT1,286.2899973710398,Mesenchymal CSM
5236_AT1,286.2899973710398,Mesenchymal CSM
290_AT1,286.2899973710398,Mesenchymal CSM
51166_AT1,286.2899973710398,Mesenchymal CSM
8501_AT1,286.2899973710398,Mesenchymal CSM
50814_AT1,286.2899973710398,Mesenchymal CSM
189_AT1,286.2899973710398,Mesenchymal CSM
8833_AT1,286.2899973710398,Mesenchymal CSM
1738_AT1,237.21171210743296,Mesenchymal CSM
211_AT1,286.2899973710398,Mesenchymal CSM
27235_AT1,286.2899973710398,Mesenchymal CSM
8854_AT3,286.2899973710398,Mesenchymal CSM
2746_AT1,286.2899973710398,Mesenchymal CSM
6476_AT1,286.2899973710398,Mesenchymal CSM
11238_AT1,286.2899973710398,Mesenchymal CSM
1375_AT3,286.2899973710398,Mesenchymal CSM
6573_AT1,286.2899973710398,Mesenchymal CSM
225_AT1,286.2899973710398,Mesenchymal CSM
7371_AT1,286.2899973710398,Mesenchymal CSM
23475_AT1,286.2899973710398,Mesenchymal CSM
2348_AT3,286.2899973710398,Mesenchymal CSM
10723_AT1,286.2899973710398,Mesenchymal CSM
84532_AT1,286.2899973710398,Mesenchymal CSM
8310_AT1,286.2899973710398,Mesenchymal CSM
9942_AT1,286.2899973710398,Mesenchymal CSM
1340_AT1,237.21171210743273,Mesenchymal CSM
178_AT4,286.28999737104,Mesenchymal CSM
10965_AT1,286.2899973710399,Mesenchymal CSM
6470_AT2,286.2899973710399,Mesenchymal CSM
6342_AT1,286.2899973710399,Mesenchymal CSM
549_AT1,286.2899973710398,Mesenchymal CSM
50_AT1,286.2899973710398,Mesenchymal CSM
4830_AT2,286.2899973710398,Mesenchymal CSM
1118_AT1,286.2899973710398,Mesenchymal CSM
2987_AT1,0.0,Mesenchymal CSM
